treeModel rep method clockModel mse
D995_11_10 rep050 Bstrict gamma 0.131199
D995_11_10 rep050 Bstrict lognorm 0.11679
D995_11_10 rep051 Bstrict exp 0.454164
D995_11_10 rep051 Bstrict gamma 0.115069
D995_11_10 rep051 Bstrict lognorm 0.142131
D995_11_10 rep052 Bstrict exp 0.390831
D995_11_10 rep052 Bstrict gamma 0.159426
D995_11_10 rep052 Bstrict lognorm 0.197178
D995_11_10 rep053 Bstrict exp 0.361297
D995_11_10 rep053 Bstrict gamma 0.136108
D995_11_10 rep053 Bstrict lognorm 0.137319
D995_11_10 rep054 Bstrict exp 0.346445
D995_11_10 rep054 Bstrict gamma 0.140837
D995_11_10 rep054 Bstrict lognorm 0.184978
D995_11_10 rep055 Bstrict exp 0.296558
D995_11_10 rep055 Bstrict gamma 0.125574
D995_11_10 rep055 Bstrict lognorm 0.166809
D995_11_10 rep056 Bstrict exp 0.464099
D995_11_10 rep056 Bstrict gamma 0.150032
D995_11_10 rep056 Bstrict lognorm 0.098975
D995_11_10 rep057 Bstrict exp 0.380954
D995_11_10 rep057 Bstrict gamma 0.129266
D995_11_10 rep057 Bstrict lognorm 0.29474
D995_11_10 rep058 Bstrict exp 0.393395
D995_11_10 rep058 Bstrict gamma 0.19305
D995_11_10 rep058 Bstrict lognorm 0.117641
D995_11_10 rep059 Bstrict exp 0.488015
D995_11_10 rep059 Bstrict gamma 0.0908731
D995_11_10 rep059 Bstrict lognorm 0.105671
D995_11_10 rep060 Bstrict exp 0.400447
D995_11_10 rep060 Bstrict gamma 0.194567
D995_11_10 rep060 Bstrict lognorm 0.11492
D995_11_10 rep061 Bstrict exp 0.494437
D995_11_10 rep061 Bstrict gamma 0.136912
D995_11_10 rep061 Bstrict lognorm 0.138992
D995_11_10 rep062 Bstrict exp 0.469409
D995_11_10 rep062 Bstrict gamma 0.207105
D995_11_10 rep062 Bstrict lognorm 0.0893965
D995_11_10 rep063 Bstrict exp 0.233673
D995_11_10 rep063 Bstrict gamma 0.131844
D995_11_10 rep063 Bstrict lognorm 0.121326
D995_11_10 rep064 Bstrict exp 0.354243
D995_11_10 rep064 Bstrict gamma 0.168469
D995_11_10 rep064 Bstrict lognorm 0.14673
D995_11_10 rep065 Bstrict exp 0.320457
D995_11_10 rep065 Bstrict gamma 0.110408
D995_11_10 rep065 Bstrict lognorm 0.321661
D995_11_10 rep066 Bstrict exp 0.282391
D995_11_10 rep066 Bstrict gamma 0.174673
D995_11_10 rep066 Bstrict lognorm 0.160947
D995_11_10 rep067 Bstrict exp 0.38128
D995_11_10 rep067 Bstrict gamma 0.164268
D995_11_10 rep067 Bstrict lognorm 0.221029
D995_11_10 rep068 Bstrict exp 0.383988
D995_11_10 rep068 Bstrict gamma 0.118357
D995_11_10 rep068 Bstrict lognorm 0.140751
D995_11_10 rep069 Bstrict exp 0.234589
D995_11_10 rep069 Bstrict gamma 0.171403
D995_11_10 rep069 Bstrict lognorm 0.135079
D995_11_10 rep070 Bstrict exp 0.218364
D995_11_10 rep070 Bstrict gamma 0.12567
D995_11_10 rep070 Bstrict lognorm 0.276629
D995_11_10 rep071 Bstrict exp 0.34916
D995_11_10 rep071 Bstrict gamma 0.170572
D995_11_10 rep071 Bstrict lognorm 0.137739
D995_11_10 rep072 Bstrict exp 0.490771
D995_11_10 rep072 Bstrict gamma 0.0867299
D995_11_10 rep072 Bstrict lognorm 0.118051
D995_11_10 rep073 Bstrict exp 0.289588
D995_11_10 rep073 Bstrict gamma 0.104288
D995_11_10 rep073 Bstrict lognorm 0.232676
D995_11_10 rep074 Bstrict exp 0.345549
D995_11_10 rep074 Bstrict gamma 0.126707
D995_11_10 rep074 Bstrict lognorm 0.0990691
D995_11_10 rep075 Bstrict exp 0.409919
D995_11_10 rep075 Bstrict gamma 0.119389
D995_11_10 rep075 Bstrict lognorm 0.104992
D995_11_10 rep076 Bstrict exp 0.375379
D995_11_10 rep076 Bstrict gamma 0.182858
D995_11_10 rep076 Bstrict lognorm 0.136017
D995_11_10 rep077 Bstrict exp 0.286065
D995_11_10 rep077 Bstrict gamma 0.216633
D995_11_10 rep077 Bstrict lognorm 0.223605
D995_11_10 rep078 Bstrict exp 0.435737
D995_11_10 rep078 Bstrict gamma 0.13964
D995_11_10 rep078 Bstrict lognorm 0.135514
D995_11_10 rep079 Bstrict exp 0.371502
D995_11_10 rep079 Bstrict gamma 0.111704
D995_11_10 rep079 Bstrict lognorm 0.31334
D995_11_10 rep080 Bstrict exp 0.347685
D995_11_10 rep080 Bstrict gamma 0.182841
D995_11_10 rep080 Bstrict lognorm 0.166779
D995_11_10 rep081 Bstrict exp 0.299512
D995_11_10 rep081 Bstrict gamma 0.159966
D995_11_10 rep081 Bstrict lognorm 0.175552
D995_11_10 rep082 Bstrict exp 0.555467
D995_11_10 rep082 Bstrict gamma 0.170731
D995_11_10 rep082 Bstrict lognorm 0.144689
D995_11_10 rep083 Bstrict exp 0.339227
D995_11_10 rep083 Bstrict gamma 0.124038
D995_11_10 rep083 Bstrict lognorm 0.117654
D995_11_10 rep084 Bstrict exp 0.518724
D995_11_10 rep084 Bstrict gamma 0.150936
D995_11_10 rep084 Bstrict lognorm 0.162706
D995_11_10 rep085 Bstrict exp 0.325826
D995_11_10 rep085 Bstrict gamma 0.232367
D995_11_10 rep085 Bstrict lognorm 0.144017
D995_11_10 rep086 Bstrict exp 0.384644
D995_11_10 rep086 Bstrict gamma 0.220997
D995_11_10 rep086 Bstrict lognorm 0.125953
D995_11_10 rep087 Bstrict exp 0.407793
D995_11_10 rep087 Bstrict gamma 0.169055
D995_11_10 rep087 Bstrict lognorm 0.0783146
D995_11_10 rep088 Bstrict exp 0.389171
D995_11_10 rep088 Bstrict gamma 0.116197
D995_11_10 rep088 Bstrict lognorm 0.179946
D995_11_10 rep089 Bstrict exp 0.473322
D995_11_10 rep089 Bstrict gamma 0.176737
D995_11_10 rep089 Bstrict lognorm 0.106557
D995_11_10 rep090 Bstrict exp 0.396457
D995_11_10 rep090 Bstrict gamma 0.0977673
D995_11_10 rep090 Bstrict lognorm 0.111718
D995_11_10 rep091 Bstrict exp 0.336219
D995_11_10 rep091 Bstrict gamma 0.122337
D995_11_10 rep091 Bstrict lognorm 0.224846
D995_11_10 rep092 Bstrict exp 0.408648
D995_11_10 rep092 Bstrict gamma 0.118645
D995_11_10 rep092 Bstrict lognorm 0.0956568
D995_11_10 rep093 Bstrict exp 0.345457
D995_11_10 rep093 Bstrict gamma 0.183669
D995_11_10 rep093 Bstrict lognorm 0.13095
D995_11_10 rep094 Bstrict exp 0.457702
D995_11_10 rep094 Bstrict gamma 0.144687
D995_11_10 rep094 Bstrict lognorm 0.176115
D995_11_10 rep095 Bstrict exp 0.310676
D995_11_10 rep095 Bstrict gamma 0.167093
D995_11_10 rep095 Bstrict lognorm 0.185588
D995_11_10 rep096 Bstrict exp 0.437734
D995_11_10 rep096 Bstrict gamma 0.146163
D995_11_10 rep096 Bstrict lognorm 0.158211
D995_11_10 rep097 Bstrict exp 0.522472
D995_11_10 rep097 Bstrict gamma 0.21544
D995_11_10 rep097 Bstrict lognorm 0.220199
D995_11_10 rep098 Bstrict exp 0.398599
D995_11_10 rep098 Bstrict gamma 0.167317
D995_11_10 rep098 Bstrict lognorm 0.169735
D995_11_10 rep099 Bstrict exp 0.486352
D995_11_10 rep099 Bstrict gamma 0.100786
D995_11_10 rep099 Bstrict lognorm 0.0980765
D995_11_10 rep100 Bstrict exp 0.383561
D995_11_10 rep100 Bstrict gamma 0.120598
D995_11_10 rep100 Bstrict lognorm 0.191679
D995_3_25 rep001 Bstrict exp 8.2142
D995_3_25 rep001 Bstrict gamma 1.39295
D995_3_25 rep001 Bstrict lognorm 2.22055
D995_3_25 rep002 Bstrict exp 9.26226
D995_3_25 rep002 Bstrict gamma 1.63617
D995_3_25 rep002 Bstrict lognorm 0.907275
D995_3_25 rep003 Bstrict exp 6.87936
D995_3_25 rep003 Bstrict gamma 2.41837
D995_3_25 rep003 Bstrict lognorm 1.39722
D995_3_25 rep004 Bstrict exp 4.66067
D995_3_25 rep004 Bstrict gamma 1.5426
D995_3_25 rep004 Bstrict lognorm 1.09322
D995_3_25 rep005 Bstrict exp 21.4411
D995_3_25 rep005 Bstrict gamma 3.26056
D995_3_25 rep005 Bstrict lognorm 0.996531
D995_3_25 rep006 Bstrict exp 6.18392
D995_3_25 rep006 Bstrict gamma 0.856949
D995_3_25 rep006 Bstrict lognorm 1.20422
D995_3_25 rep007 Bstrict exp 6.33355
D995_3_25 rep007 Bstrict gamma 4.09409
D995_3_25 rep007 Bstrict lognorm 0.849379
D995_3_25 rep008 Bstrict exp 5.77073
D995_3_25 rep008 Bstrict gamma 0.997389
D995_3_25 rep008 Bstrict lognorm 0.744648
D995_3_25 rep009 Bstrict exp 5.71766
D995_3_25 rep009 Bstrict gamma 2.43655
D995_3_25 rep009 Bstrict lognorm 1.12132
D995_3_25 rep010 Bstrict exp 25.0895
D995_3_25 rep010 Bstrict gamma 0.971397
D995_3_25 rep010 Bstrict lognorm 1.15187
D995_3_25 rep011 Bstrict exp 8.18059
D995_3_25 rep011 Bstrict gamma 1.01664
D995_3_25 rep011 Bstrict lognorm 0.720657
D995_3_25 rep012 Bstrict exp 4.11726
D995_3_25 rep012 Bstrict gamma 1.23007
D995_3_25 rep012 Bstrict lognorm 2.5847
D995_3_25 rep013 Bstrict exp 6.35344
D995_3_25 rep013 Bstrict gamma 2.13794
D995_3_25 rep013 Bstrict lognorm 0.876426
D995_3_25 rep014 Bstrict exp 3.46566
D995_3_25 rep014 Bstrict gamma 3.88922
D995_3_25 rep014 Bstrict lognorm 1.30912
D995_3_25 rep015 Bstrict exp 7.50835
D995_3_25 rep015 Bstrict gamma 1.13358
D995_3_25 rep015 Bstrict lognorm 1.90632
D995_3_25 rep016 Bstrict exp 3.19364
D995_3_25 rep016 Bstrict gamma 1.31611
D995_3_25 rep016 Bstrict lognorm 0.87591
D995_3_25 rep017 Bstrict exp 5.82181
D995_3_25 rep017 Bstrict gamma 3.02306
D995_3_25 rep017 Bstrict lognorm 1.16461
D995_3_25 rep018 Bstrict exp 4.68004
D995_3_25 rep018 Bstrict gamma 2.21689
D995_3_25 rep018 Bstrict lognorm 1.09924
D995_3_25 rep019 Bstrict exp 3.78922
D995_3_25 rep019 Bstrict gamma 1.24458
D995_3_25 rep019 Bstrict lognorm 1.43362
D995_3_25 rep020 Bstrict exp 14.8667
D995_3_25 rep020 Bstrict gamma 2.81855
D995_3_25 rep020 Bstrict lognorm 1.15778
D995_3_25 rep021 Bstrict exp 7.57502
D995_3_25 rep021 Bstrict gamma 0.775097
D995_3_25 rep021 Bstrict lognorm 5.67371
D995_3_25 rep022 Bstrict exp 18.4244
D995_3_25 rep022 Bstrict gamma 1.51017
D995_3_25 rep022 Bstrict lognorm 0.898604
D995_3_25 rep023 Bstrict exp 5.25143
D995_3_25 rep023 Bstrict gamma 1.44914
D995_3_25 rep023 Bstrict lognorm 1.75069
D995_3_25 rep024 Bstrict exp 6.66062
D995_3_25 rep024 Bstrict gamma 2.52915
D995_3_25 rep024 Bstrict lognorm 1.17107
D995_3_25 rep025 Bstrict exp 6.76163
D995_3_25 rep025 Bstrict gamma 0.686527
D995_3_25 rep025 Bstrict lognorm 1.55866
D995_3_25 rep026 Bstrict exp 11.2904
D995_3_25 rep026 Bstrict gamma 2.02134
D995_3_25 rep026 Bstrict lognorm 1.32867
D995_3_25 rep027 Bstrict exp 5.64264
D995_3_25 rep027 Bstrict gamma 3.74354
D995_3_25 rep027 Bstrict lognorm 1.27126
D995_3_25 rep028 Bstrict exp 6.03562
D995_3_25 rep028 Bstrict gamma 1.27361
D995_3_25 rep028 Bstrict lognorm 0.958346
D995_3_25 rep029 Bstrict exp 4.28028
D995_3_25 rep029 Bstrict gamma 1.69188
D995_3_25 rep029 Bstrict lognorm 0.735917
D995_3_25 rep030 Bstrict exp 6.77721
D995_3_25 rep030 Bstrict gamma 0.988802
D995_3_25 rep030 Bstrict lognorm 1.76303
D995_3_25 rep031 Bstrict exp 18.9697
D995_3_25 rep031 Bstrict gamma 1.25311
D995_3_25 rep031 Bstrict lognorm 0.913463
D995_3_25 rep032 Bstrict exp 4.22176
D995_3_25 rep032 Bstrict gamma 1.26444
D995_3_25 rep032 Bstrict lognorm 0.729537
D995_3_25 rep033 Bstrict exp 7.99375
D995_3_25 rep033 Bstrict gamma 1.23832
D995_3_25 rep033 Bstrict lognorm 1.16163
D995_3_25 rep034 Bstrict exp 8.5984
D995_3_25 rep034 Bstrict gamma 2.88879
D995_3_25 rep034 Bstrict lognorm 1.64589
D995_3_25 rep035 Bstrict exp 4.64913
D995_3_25 rep035 Bstrict gamma 1.19904
D995_3_25 rep035 Bstrict lognorm 0.80682
D995_3_25 rep036 Bstrict exp 4.43831
D995_3_25 rep036 Bstrict gamma 1.61425
D995_3_25 rep036 Bstrict lognorm 1.00549
D995_3_25 rep037 Bstrict exp 4.95477
D995_3_25 rep037 Bstrict gamma 1.92451
D995_3_25 rep037 Bstrict lognorm 1.53135
D995_3_25 rep038 Bstrict exp 4.95936
D995_3_25 rep038 Bstrict gamma 1.0211
D995_3_25 rep038 Bstrict lognorm 0.76088
D995_3_25 rep039 Bstrict exp 9.70454
D995_3_25 rep039 Bstrict gamma 2.54745
D995_3_25 rep039 Bstrict lognorm 0.943145
D995_3_25 rep040 Bstrict exp 12.3911
D995_3_25 rep040 Bstrict gamma 1.35156
D995_3_25 rep040 Bstrict lognorm 1.74154
D995_3_25 rep041 Bstrict exp 40.8315
D995_3_25 rep041 Bstrict gamma 2.08775
D995_3_25 rep041 Bstrict lognorm 1.33936
D995_3_25 rep042 Bstrict exp 5.85003
D995_3_25 rep042 Bstrict gamma 1.82962
D995_3_25 rep042 Bstrict lognorm 0.843295
D995_3_25 rep043 Bstrict exp 5.53389
D995_3_25 rep043 Bstrict gamma 0.845903
D995_3_25 rep043 Bstrict lognorm 1.98127
D995_3_25 rep044 Bstrict exp 5.94859
D995_3_25 rep044 Bstrict gamma 2.40552
D995_3_25 rep044 Bstrict lognorm 1.54869
D995_3_25 rep045 Bstrict exp 14.397
D995_3_25 rep045 Bstrict gamma 1.30423
D995_3_25 rep045 Bstrict lognorm 1.53517
D995_3_25 rep046 Bstrict exp 8.94785
D995_3_25 rep046 Bstrict gamma 0.810508
D995_3_25 rep046 Bstrict lognorm 1.62435
D995_3_25 rep047 Bstrict exp 4.68375
D995_3_25 rep047 Bstrict gamma 1.01823
D995_3_25 rep047 Bstrict lognorm 1.42075
D995_3_25 rep048 Bstrict exp 28.6013
D995_3_25 rep048 Bstrict gamma 1.5967
D995_3_25 rep048 Bstrict lognorm 0.934277
D995_3_25 rep049 Bstrict exp 20.8753
D995_3_25 rep049 Bstrict gamma 2.61522
D995_3_25 rep049 Bstrict lognorm 1.24493
D995_3_25 rep050 Bstrict exp 4.92639
D995_3_25 rep050 Bstrict gamma 1.34924
D995_3_25 rep050 Bstrict lognorm 1.58151
D995_3_25 rep051 Bstrict exp 3.61122
D995_3_25 rep051 Bstrict gamma 2.32013
D995_3_25 rep051 Bstrict lognorm 2.54661
D995_3_25 rep052 Bstrict exp 5.77832
D995_3_25 rep052 Bstrict gamma 0.938454
D995_3_25 rep052 Bstrict lognorm 1.85017
D995_3_25 rep053 Bstrict exp 6.10773
D995_3_25 rep053 Bstrict gamma 2.18856
D995_3_25 rep053 Bstrict lognorm 1.71771
D995_3_25 rep054 Bstrict exp 5.31712
D995_3_25 rep054 Bstrict gamma 1.08558
D995_3_25 rep054 Bstrict lognorm 1.33631
D995_3_25 rep055 Bstrict exp 5.18977
D995_3_25 rep055 Bstrict gamma 2.59616
D995_3_25 rep055 Bstrict lognorm 2.26097
D995_3_25 rep056 Bstrict exp 5.28679
D995_3_25 rep056 Bstrict gamma 1.71519
D995_3_25 rep056 Bstrict lognorm 1.6516
D995_3_25 rep057 Bstrict exp 13.1746
D995_3_25 rep057 Bstrict gamma 1.4747
D995_3_25 rep057 Bstrict lognorm 1.23646
D995_3_25 rep058 Bstrict exp 66.0143
D995_3_25 rep058 Bstrict gamma 1.7042
D995_3_25 rep058 Bstrict lognorm 1.69981
D995_3_25 rep059 Bstrict exp 6.51442
D995_3_25 rep059 Bstrict gamma 0.973436
D995_3_25 rep059 Bstrict lognorm 1.15683
D995_3_25 rep060 Bstrict exp 5.63786
D995_3_25 rep060 Bstrict gamma 1.70767
D995_3_25 rep060 Bstrict lognorm 0.648975
D995_3_25 rep061 Bstrict exp 4.49663
D995_3_25 rep061 Bstrict gamma 1.26088
D995_3_25 rep061 Bstrict lognorm 1.16152
D995_3_25 rep062 Bstrict exp 3.84379
D995_3_25 rep062 Bstrict gamma 1.15811
D995_3_25 rep062 Bstrict lognorm 0.71624
D995_3_25 rep063 Bstrict exp 6.43686
D995_3_25 rep063 Bstrict gamma 1.24486
D995_3_25 rep063 Bstrict lognorm 1.43151
D995_3_25 rep064 Bstrict exp 7.66356
D995_3_25 rep064 Bstrict gamma 1.18909
D995_3_25 rep064 Bstrict lognorm 3.4368
D995_3_25 rep065 Bstrict exp 4.99189
D995_3_25 rep065 Bstrict gamma 1.21624
D995_3_25 rep065 Bstrict lognorm 2.54007
D995_3_25 rep066 Bstrict exp 8.22122
D995_3_25 rep066 Bstrict gamma 4.78844
D995_3_25 rep066 Bstrict lognorm 2.17561
D995_3_25 rep067 Bstrict exp 8.26757
D995_3_25 rep067 Bstrict gamma 7.00925
D995_3_25 rep067 Bstrict lognorm 2.931
D995_3_25 rep068 Bstrict exp 8.61935
D995_3_25 rep068 Bstrict gamma 1.09944
D995_3_25 rep068 Bstrict lognorm 1.03631
D995_3_25 rep069 Bstrict exp 17.3543
D995_3_25 rep069 Bstrict gamma 1.19259
D995_3_25 rep069 Bstrict lognorm 1.95353
D995_3_25 rep070 Bstrict exp 10.9922
D995_3_25 rep070 Bstrict gamma 1.87745
D995_3_25 rep070 Bstrict lognorm 1.56101
D995_3_25 rep071 Bstrict exp 6.58465
D995_3_25 rep071 Bstrict gamma 2.81815
D995_3_25 rep071 Bstrict lognorm 1.11474
D995_3_25 rep072 Bstrict exp 4.32141
D995_3_25 rep072 Bstrict gamma 1.1543
D995_3_25 rep072 Bstrict lognorm 1.82607
D995_3_25 rep073 Bstrict exp 4.06109
D995_3_25 rep073 Bstrict gamma 1.09816
D995_3_25 rep073 Bstrict lognorm 0.496358
D995_3_25 rep074 Bstrict exp 3.1859
D995_3_25 rep074 Bstrict gamma 1.29094
D995_3_25 rep074 Bstrict lognorm 1.14183
D995_3_25 rep075 Bstrict exp 10.1774
D995_3_25 rep075 Bstrict gamma 1.19019
D995_3_25 rep075 Bstrict lognorm 0.852113
D995_3_25 rep076 Bstrict exp 6.52995
D995_3_25 rep076 Bstrict gamma 1.05541
D995_3_25 rep076 Bstrict lognorm 1.88703
D995_3_25 rep077 Bstrict exp 8.21968
D995_3_25 rep077 Bstrict gamma 1.05555
D995_3_25 rep077 Bstrict lognorm 1.64985
D995_3_25 rep078 Bstrict exp 12.3619
D995_3_25 rep078 Bstrict gamma 1.96298
D995_3_25 rep078 Bstrict lognorm 1.76443
D995_3_25 rep079 Bstrict exp 5.92812
D995_3_25 rep079 Bstrict gamma 3.10358
D995_3_25 rep079 Bstrict lognorm 2.35934
D995_3_25 rep080 Bstrict exp 5.26793
D995_3_25 rep080 Bstrict gamma 3.44914
D995_3_25 rep080 Bstrict lognorm 0.901455
D995_3_25 rep081 Bstrict exp 4.34933
D995_3_25 rep081 Bstrict gamma 1.40159
D995_3_25 rep081 Bstrict lognorm 1.16135
D995_3_25 rep082 Bstrict exp 11.7574
D995_3_25 rep082 Bstrict gamma 0.666354
D995_3_25 rep082 Bstrict lognorm 0.952063
D995_3_25 rep083 Bstrict exp 9.09296
D995_3_25 rep083 Bstrict gamma 3.59732
D995_3_25 rep083 Bstrict lognorm 1.54018
D995_3_25 rep084 Bstrict exp 6.8825
D995_3_25 rep084 Bstrict gamma 1.44283
D995_3_25 rep084 Bstrict lognorm 1.16867
D995_3_25 rep085 Bstrict exp 6.07628
D995_3_25 rep085 Bstrict gamma 1.59523
D995_3_25 rep085 Bstrict lognorm 1.71449
D995_3_25 rep086 Bstrict exp 5.6552
D995_3_25 rep086 Bstrict gamma 1.68005
D995_3_25 rep086 Bstrict lognorm 1.23394
D995_3_25 rep087 Bstrict exp 3.97815
D995_3_25 rep087 Bstrict gamma 1.94603
D995_3_25 rep087 Bstrict lognorm 2.21662
D995_3_25 rep088 Bstrict exp 5.31058
D995_3_25 rep088 Bstrict gamma 1.7044
D995_3_25 rep088 Bstrict lognorm 0.704719
D995_3_25 rep089 Bstrict exp 4.72674
D995_3_25 rep089 Bstrict gamma 1.83601
D995_3_25 rep089 Bstrict lognorm 1.01756
D995_3_25 rep090 Bstrict exp 8.71664
D995_3_25 rep090 Bstrict gamma 0.936486
D995_3_25 rep090 Bstrict lognorm 2.6044
D995_3_25 rep091 Bstrict exp 3.18843
D995_3_25 rep091 Bstrict gamma 0.871869
D995_3_25 rep091 Bstrict lognorm 1.62278
D995_3_25 rep092 Bstrict exp 5.25977
D995_3_25 rep092 Bstrict gamma 1.43931
D995_3_25 rep092 Bstrict lognorm 0.92032
D995_3_25 rep093 Bstrict exp 5.28465
D995_3_25 rep093 Bstrict gamma 0.954011
D995_3_25 rep093 Bstrict lognorm 1.53958
D995_3_25 rep094 Bstrict exp 2.92504
D995_3_25 rep094 Bstrict gamma 1.76156
D995_3_25 rep094 Bstrict lognorm 1.14983
D995_3_25 rep095 Bstrict exp 5.63796
D995_3_25 rep095 Bstrict gamma 1.081
D995_3_25 rep095 Bstrict lognorm 1.33534
D995_3_25 rep096 Bstrict exp 15.2085
D995_3_25 rep096 Bstrict gamma 0.627569
D995_3_25 rep096 Bstrict lognorm 1.80643
D995_3_25 rep097 Bstrict exp 6.72417
D995_3_25 rep097 Bstrict gamma 2.28715
D995_3_25 rep097 Bstrict lognorm 0.974824
D995_3_25 rep098 Bstrict exp 10.9286
D995_3_25 rep098 Bstrict gamma 1.12636
D995_3_25 rep098 Bstrict lognorm 0.76218
D995_3_25 rep099 Bstrict exp 8.90464
D995_3_25 rep099 Bstrict gamma 1.13782
D995_3_25 rep099 Bstrict lognorm 1.3201
D995_3_25 rep100 Bstrict exp 4.58337
D995_3_25 rep100 Bstrict gamma 0.886454
D995_3_25 rep100 Bstrict lognorm 1.97189
D750_11_10 rep001 Blnorm exp 40.688
D750_11_10 rep001 Blnorm gamma 1.98486
D750_11_10 rep001 Blnorm lognorm 1.31742
D750_11_10 rep001 Blnorm exp 40.688
D750_11_10 rep001 Blnorm gamma 1.98486
D750_11_10 rep001 Blnorm lognorm 1.31742
D750_11_10 rep002 Blnorm exp 78.1818
D750_11_10 rep002 Blnorm gamma 1.43778
D750_11_10 rep002 Blnorm lognorm 0.763773
D750_11_10 rep002 Blnorm exp 78.1818
D750_11_10 rep002 Blnorm gamma 1.43778
D750_11_10 rep002 Blnorm lognorm 0.763773
D750_11_10 rep003 Blnorm exp 26.8435
D750_11_10 rep003 Blnorm gamma 2.02209
D750_11_10 rep003 Blnorm lognorm 2.11488
D750_11_10 rep003 Blnorm exp 26.8435
D750_11_10 rep003 Blnorm gamma 2.02209
D750_11_10 rep003 Blnorm lognorm 2.11488
D750_11_10 rep004 Blnorm exp 77.1915
D750_11_10 rep004 Blnorm gamma 1.80656
D750_11_10 rep004 Blnorm lognorm 1.25288
D750_11_10 rep004 Blnorm exp 77.1915
D750_11_10 rep004 Blnorm gamma 1.80656
D750_11_10 rep004 Blnorm lognorm 1.25288
D750_11_10 rep005 Blnorm exp 14.9245
D750_11_10 rep005 Blnorm gamma 1.1647
D750_11_10 rep005 Blnorm lognorm 1.33564
D750_11_10 rep005 Blnorm exp 14.9245
D750_11_10 rep005 Blnorm gamma 1.1647
D750_11_10 rep005 Blnorm lognorm 1.33564
D750_11_10 rep006 Blnorm exp 64.4277
D750_11_10 rep006 Blnorm gamma 2.00944
D750_11_10 rep006 Blnorm lognorm 0.91475
D750_11_10 rep006 Blnorm exp 64.4277
D750_11_10 rep006 Blnorm gamma 2.00944
D750_11_10 rep006 Blnorm lognorm 0.91475
D750_11_10 rep007 Blnorm exp 29.659
D750_11_10 rep007 Blnorm gamma 0.970581
D750_11_10 rep007 Blnorm lognorm 1.44648
D750_11_10 rep007 Blnorm exp 29.659
D750_11_10 rep007 Blnorm gamma 0.970581
D750_11_10 rep007 Blnorm lognorm 1.44648
D750_11_10 rep008 Blnorm exp 20.0233
D750_11_10 rep008 Blnorm gamma 1.13078
D750_11_10 rep008 Blnorm lognorm 1.8877
D750_11_10 rep008 Blnorm exp 20.0233
D750_11_10 rep008 Blnorm gamma 1.13078
D750_11_10 rep008 Blnorm lognorm 1.8877
D750_11_10 rep009 Blnorm exp 7.43056
D750_11_10 rep009 Blnorm gamma 0.914995
D750_11_10 rep009 Blnorm lognorm 1.36544
D750_11_10 rep009 Blnorm exp 7.43056
D750_11_10 rep009 Blnorm gamma 0.914995
D750_11_10 rep009 Blnorm lognorm 1.36544
D750_11_10 rep010 Blnorm exp 36.7858
D750_11_10 rep010 Blnorm gamma 1.62556
D750_11_10 rep010 Blnorm lognorm 0.95888
D750_11_10 rep010 Blnorm exp 36.7858
D750_11_10 rep010 Blnorm gamma 1.62556
D750_11_10 rep010 Blnorm lognorm 0.95888
D750_11_10 rep011 Blnorm exp 23.6183
D750_11_10 rep011 Blnorm gamma 1.5679
D750_11_10 rep011 Blnorm lognorm 1.19093
D750_11_10 rep011 Blnorm exp 23.6183
D750_11_10 rep011 Blnorm gamma 1.5679
D750_11_10 rep011 Blnorm lognorm 1.19093
D750_11_10 rep012 Blnorm exp 34.1834
D750_11_10 rep012 Blnorm gamma 1.84818
D750_11_10 rep012 Blnorm lognorm 1.28845
D750_11_10 rep012 Blnorm exp 34.1834
D750_11_10 rep012 Blnorm gamma 1.84818
D750_11_10 rep012 Blnorm lognorm 1.28845
D750_11_10 rep013 Blnorm exp 11.5362
D750_11_10 rep013 Blnorm gamma 1.16009
D750_11_10 rep013 Blnorm lognorm 0.916696
D750_11_10 rep013 Blnorm exp 11.5362
D750_11_10 rep013 Blnorm gamma 1.16009
D750_11_10 rep013 Blnorm lognorm 0.916696
D750_11_10 rep014 Blnorm exp 22.1907
D750_11_10 rep014 Blnorm gamma 1.30814
D750_11_10 rep014 Blnorm lognorm 1.38992
D750_11_10 rep014 Blnorm exp 22.1907
D750_11_10 rep014 Blnorm gamma 1.30814
D750_11_10 rep014 Blnorm lognorm 1.38992
D750_11_10 rep015 Blnorm exp 47.547
D750_11_10 rep015 Blnorm gamma 1.51397
D750_11_10 rep015 Blnorm lognorm 1.78402
D750_11_10 rep015 Blnorm exp 47.547
D750_11_10 rep015 Blnorm gamma 1.51397
D750_11_10 rep015 Blnorm lognorm 1.78402
D750_11_10 rep016 Blnorm exp 26.7371
D750_11_10 rep016 Blnorm gamma 1.82577
D750_11_10 rep016 Blnorm lognorm 1.43874
D750_11_10 rep016 Blnorm exp 26.7371
D750_11_10 rep016 Blnorm gamma 1.82577
D750_11_10 rep016 Blnorm lognorm 1.43874
D750_11_10 rep017 Blnorm exp 223.238
D750_11_10 rep017 Blnorm gamma 3.01139
D750_11_10 rep017 Blnorm lognorm 1.67814
D750_11_10 rep017 Blnorm exp 223.238
D750_11_10 rep017 Blnorm gamma 3.01139
D750_11_10 rep017 Blnorm lognorm 1.67814
D750_11_10 rep018 Blnorm exp 9.35999
D750_11_10 rep018 Blnorm gamma 1.14538
D750_11_10 rep018 Blnorm lognorm 1.19527
D750_11_10 rep018 Blnorm exp 9.35999
D750_11_10 rep018 Blnorm gamma 1.14538
