treeModel rep method clockModel mse
D750_3_25 rep063 emd lognorm 16.8863
D750_3_25 rep064 emd exp 125.739
D750_3_25 rep064 emd gamma 44.8201
D750_3_25 rep064 emd lognorm 10.3862
D750_3_25 rep065 emd exp 81.4361
D750_3_25 rep065 emd gamma 25.1047
D750_3_25 rep065 emd lognorm 143.24
D750_3_25 rep066 emd exp 114.722
D750_3_25 rep066 emd gamma 29.0083
D750_3_25 rep066 emd lognorm 26.1359
D750_3_25 rep067 emd exp 70.4632
D750_3_25 rep067 emd gamma 31.5052
D750_3_25 rep067 emd lognorm 22.3168
D750_3_25 rep068 emd exp 205.461
D750_3_25 rep068 emd gamma 32.7857
D750_3_25 rep068 emd lognorm 19.3014
D750_3_25 rep069 emd exp 176.677
D750_3_25 rep069 emd gamma 56.4582
D750_3_25 rep069 emd lognorm 18.5755
D750_3_25 rep070 emd exp 11525.7
D750_3_25 rep070 emd gamma 32.1232
D750_3_25 rep070 emd lognorm 18.0213
D750_3_25 rep071 emd exp 77.066
D750_3_25 rep071 emd gamma 57.3564
D750_3_25 rep071 emd lognorm 33.9917
D750_3_25 rep072 emd exp 179.189
D750_3_25 rep072 emd gamma 36.6119
D750_3_25 rep072 emd lognorm 20.8043
D750_3_25 rep073 emd exp 157.44
D750_3_25 rep073 emd gamma 48.2406
D750_3_25 rep073 emd lognorm 14.1618
D750_3_25 rep074 emd exp 318.915
D750_3_25 rep074 emd gamma 31.6739
D750_3_25 rep074 emd lognorm 14.4289
D750_3_25 rep075 emd exp 846.459
D750_3_25 rep075 emd gamma 20.4809
D750_3_25 rep075 emd lognorm 127.769
D750_3_25 rep076 emd exp 1059.51
D750_3_25 rep076 emd gamma 35.3648
D750_3_25 rep076 emd lognorm 91.6048
D750_3_25 rep077 emd exp 52.5178
D750_3_25 rep077 emd gamma 49.052
D750_3_25 rep077 emd lognorm 29.0003
D750_3_25 rep078 emd exp 110.366
D750_3_25 rep078 emd gamma 15.1968
D750_3_25 rep078 emd lognorm 9.97744
D750_3_25 rep079 emd exp 70.48
D750_3_25 rep079 emd gamma 18.5941
D750_3_25 rep079 emd lognorm 28.8036
D750_3_25 rep080 emd exp 188.28
D750_3_25 rep080 emd gamma 41.062
D750_3_25 rep080 emd lognorm 33.9283
D750_3_25 rep081 emd exp 103.688
D750_3_25 rep081 emd gamma 12.6567
D750_3_25 rep081 emd lognorm 55.0831
D750_3_25 rep082 emd exp 155.059
D750_3_25 rep082 emd gamma 17.0087
D750_3_25 rep082 emd lognorm 15.4547
D750_3_25 rep083 emd exp 116.585
D750_3_25 rep083 emd gamma 38.2376
D750_3_25 rep083 emd lognorm 12.6514
D750_3_25 rep084 emd exp 108.25
D750_3_25 rep084 emd gamma 27.5665
D750_3_25 rep084 emd lognorm 38.6691
D750_3_25 rep085 emd exp 135.592
D750_3_25 rep085 emd gamma 28.9289
D750_3_25 rep085 emd lognorm 87.3387
D750_3_25 rep086 emd exp 105.228
D750_3_25 rep086 emd gamma 43.8895
D750_3_25 rep086 emd lognorm 27.4442
D750_3_25 rep087 emd exp 90.4573
D750_3_25 rep087 emd gamma 58.6302
D750_3_25 rep087 emd lognorm 30.526
D750_3_25 rep088 emd exp 216.984
D750_3_25 rep088 emd gamma 9.35526
D750_3_25 rep088 emd lognorm 43.0539
D750_3_25 rep089 emd exp 122.564
D750_3_25 rep089 emd gamma 66.3594
D750_3_25 rep089 emd lognorm 15.6675
D750_3_25 rep090 emd exp 51.798
D750_3_25 rep090 emd gamma 151.418
D750_3_25 rep090 emd lognorm 12.2002
D750_3_25 rep091 emd exp 227.575
D750_3_25 rep091 emd gamma 30.5736
D750_3_25 rep091 emd lognorm 11.2016
D750_3_25 rep092 emd exp 109.971
D750_3_25 rep092 emd gamma 11.4654
D750_3_25 rep092 emd lognorm 126.654
D750_3_25 rep093 emd exp 89.3354
D750_3_25 rep093 emd gamma 9.55799
D750_3_25 rep093 emd lognorm 18.1957
D750_3_25 rep094 emd exp 122.913
D750_3_25 rep094 emd gamma 116.904
D750_3_25 rep094 emd lognorm 152.763
D750_3_25 rep095 emd exp 203.176
D750_3_25 rep095 emd gamma 24.748
D750_3_25 rep095 emd lognorm 48.8492
D750_3_25 rep096 emd exp 132.318
D750_3_25 rep096 emd gamma 11.5545
D750_3_25 rep096 emd lognorm 15.767
D750_3_25 rep097 emd exp 108.746
D750_3_25 rep097 emd gamma 215.568
D750_3_25 rep097 emd lognorm 31.0552
D750_3_25 rep098 emd exp 133.734
D750_3_25 rep098 emd gamma 13.812
D750_3_25 rep098 emd lognorm 118.644
D750_3_25 rep099 emd exp 119.953
D750_3_25 rep099 emd gamma 17.7048
D750_3_25 rep099 emd lognorm 23.7244
D750_3_25 rep100 emd exp 99.9016
D750_3_25 rep100 emd gamma 24.149
D750_3_25 rep100 emd lognorm 67.5014
D995_11_10 rep001 emd exp 0.469446
D995_11_10 rep001 emd gamma 0.121017
D995_11_10 rep001 emd lognorm 0.145269
D995_11_10 rep002 emd exp 0.401573
D995_11_10 rep002 emd gamma 0.17963
D995_11_10 rep002 emd lognorm 0.145944
D995_11_10 rep003 emd exp 0.451043
D995_11_10 rep003 emd gamma 0.0999873
D995_11_10 rep003 emd lognorm 0.110624
D995_11_10 rep004 emd exp 0.442629
D995_11_10 rep004 emd gamma 0.146561
D995_11_10 rep004 emd lognorm 0.110714
D995_11_10 rep005 emd exp 0.821378
D995_11_10 rep005 emd gamma 0.134022
D995_11_10 rep005 emd lognorm 0.269243
D995_11_10 rep006 emd exp 0.452963
D995_11_10 rep006 emd gamma 0.179937
D995_11_10 rep006 emd lognorm 0.135321
D995_11_10 rep007 emd exp 0.762264
D995_11_10 rep007 emd gamma 0.130944
D995_11_10 rep007 emd lognorm 0.139598
D995_11_10 rep008 emd exp 0.448124
D995_11_10 rep008 emd gamma 0.22839
D995_11_10 rep008 emd lognorm 0.104776
D995_11_10 rep009 emd exp 0.521466
D995_11_10 rep009 emd gamma 0.155536
D995_11_10 rep009 emd lognorm 0.113481
D995_11_10 rep010 emd exp 0.362573
D995_11_10 rep010 emd gamma 0.171939
D995_11_10 rep010 emd lognorm 0.108885
D995_11_10 rep011 emd exp 0.537031
D995_11_10 rep011 emd gamma 0.18024
D995_11_10 rep011 emd lognorm 0.205934
D995_11_10 rep012 emd exp 1.08375
D995_11_10 rep012 emd gamma 0.172991
D995_11_10 rep012 emd lognorm 0.166955
D995_11_10 rep013 emd exp 0.7264
D995_11_10 rep013 emd gamma 0.125607
D995_11_10 rep013 emd lognorm 0.157671
D995_11_10 rep014 emd exp 0.682622
D995_11_10 rep014 emd gamma 0.16151
D995_11_10 rep014 emd lognorm 0.143608
D995_11_10 rep015 emd exp 0.803369
D995_11_10 rep015 emd gamma 0.102244
D995_11_10 rep015 emd lognorm 0.138445
D995_11_10 rep016 emd exp 1.03558
D995_11_10 rep016 emd gamma 0.105486
D995_11_10 rep016 emd lognorm 0.288815
D995_11_10 rep017 emd exp 0.430296
D995_11_10 rep017 emd gamma 0.155042
D995_11_10 rep017 emd lognorm 0.171598
D995_11_10 rep018 emd exp 0.525163
D995_11_10 rep018 emd gamma 0.152179
D995_11_10 rep018 emd lognorm 0.11962
D995_11_10 rep019 emd exp 0.502117
D995_11_10 rep019 emd gamma 0.149107
D995_11_10 rep019 emd lognorm 0.124484
D995_11_10 rep020 emd exp 0.707886
D995_11_10 rep020 emd gamma 0.135248
D995_11_10 rep020 emd lognorm 0.222813
D995_11_10 rep021 emd exp 0.488949
D995_11_10 rep021 emd gamma 0.102581
D995_11_10 rep021 emd lognorm 0.137668
D995_11_10 rep022 emd exp 1.43129
D995_11_10 rep022 emd gamma 0.133093
D995_11_10 rep022 emd lognorm 0.128124
D995_11_10 rep023 emd exp 0.781887
D995_11_10 rep023 emd gamma 0.17065
D995_11_10 rep023 emd lognorm 0.128248
D995_11_10 rep024 emd exp 1.94754
D995_11_10 rep024 emd gamma 0.209917
D995_11_10 rep024 emd lognorm 0.138206
D995_11_10 rep025 emd exp 0.875799
D995_11_10 rep025 emd gamma 0.1604
D995_11_10 rep025 emd lognorm 0.100527
D995_11_10 rep026 emd exp 0.846806
D995_11_10 rep026 emd gamma 0.138685
D995_11_10 rep026 emd lognorm 0.115658
D995_11_10 rep027 emd exp 1.18731
D995_11_10 rep027 emd gamma 0.136114
D995_11_10 rep027 emd lognorm 0.124646
D995_11_10 rep028 emd exp 0.62755
D995_11_10 rep028 emd gamma 0.123611
D995_11_10 rep028 emd lognorm 0.180401
D995_11_10 rep029 emd exp 0.57657
D995_11_10 rep029 emd gamma 0.154631
D995_11_10 rep029 emd lognorm 0.101529
D995_11_10 rep030 emd exp 0.901065
D995_11_10 rep030 emd gamma 0.115276
D995_11_10 rep030 emd lognorm 0.0994598
D995_11_10 rep031 emd exp 0.870349
D995_11_10 rep031 emd gamma 0.146517
D995_11_10 rep031 emd lognorm 0.16821
D995_11_10 rep032 emd exp 0.814093
D995_11_10 rep032 emd gamma 0.278712
D995_11_10 rep032 emd lognorm 0.124476
D995_11_10 rep033 emd exp 1.25099
D995_11_10 rep033 emd gamma 0.105911
D995_11_10 rep033 emd lognorm 0.215235
D995_11_10 rep034 emd exp 0.465484
D995_11_10 rep034 emd gamma 0.123167
D995_11_10 rep034 emd lognorm 0.114653
D995_11_10 rep035 emd exp 0.354532
D995_11_10 rep035 emd gamma 0.239361
D995_11_10 rep035 emd lognorm 0.112987
D995_11_10 rep036 emd exp 0.417059
D995_11_10 rep036 emd gamma 0.115864
D995_11_10 rep036 emd lognorm 0.155877
D995_11_10 rep037 emd exp 0.61702
D995_11_10 rep037 emd gamma 0.186366
D995_11_10 rep037 emd lognorm 0.137817
D995_11_10 rep038 emd exp 0.532598
D995_11_10 rep038 emd gamma 0.222292
D995_11_10 rep038 emd lognorm 0.205874
D995_11_10 rep039 emd exp 0.544486
D995_11_10 rep039 emd gamma 0.118774
D995_11_10 rep039 emd lognorm 0.163043
D995_11_10 rep040 emd exp 0.348825
D995_11_10 rep040 emd gamma 0.211107
D995_11_10 rep040 emd lognorm 0.126348
D995_11_10 rep041 emd exp 0.714558
D995_11_10 rep041 emd gamma 0.126827
D995_11_10 rep041 emd lognorm 0.161555
D995_11_10 rep042 emd exp 1.64228
D995_11_10 rep042 emd gamma 0.131148
D995_11_10 rep042 emd lognorm 0.199591
D995_11_10 rep043 emd exp 0.517945
D995_11_10 rep043 emd gamma 0.147607
D995_11_10 rep043 emd lognorm 0.164733
D995_11_10 rep044 emd exp 0.320767
D995_11_10 rep044 emd gamma 0.129648
D995_11_10 rep044 emd lognorm 0.212444
D995_11_10 rep045 emd exp 0.3854
D995_11_10 rep045 emd gamma 0.152106
D995_11_10 rep045 emd lognorm 0.136166
D995_11_10 rep046 emd exp 0.437426
D995_11_10 rep046 emd gamma 0.141952
D995_11_10 rep046 emd lognorm 0.217153
D995_11_10 rep047 emd exp 0.466258
D995_11_10 rep047 emd gamma 0.157313
D995_11_10 rep047 emd lognorm 0.214972
D995_11_10 rep048 emd exp 0.599476
D995_11_10 rep048 emd gamma 0.132536
D995_11_10 rep048 emd lognorm 0.189828
D995_11_10 rep049 emd exp 0.601375
D995_11_10 rep049 emd gamma 0.0925824
D995_11_10 rep049 emd lognorm 0.291179
D995_11_10 rep050 emd exp 0.589048
D995_11_10 rep050 emd gamma 0.130538
D995_11_10 rep050 emd lognorm 0.167948
D995_11_10 rep051 emd exp 0.541285
D995_11_10 rep051 emd gamma 0.168425
D995_11_10 rep051 emd lognorm 0.115105
D995_11_10 rep052 emd exp 0.502647
D995_11_10 rep052 emd gamma 0.200324
D995_11_10 rep052 emd lognorm 0.179647
D995_11_10 rep053 emd exp 1.01595
D995_11_10 rep053 emd gamma 0.168228
D995_11_10 rep053 emd lognorm 0.132483
D995_11_10 rep054 emd exp 0.769582
D995_11_10 rep054 emd gamma 0.15029
D995_11_10 rep054 emd lognorm 0.122624
D995_11_10 rep055 emd exp 0.724785
D995_11_10 rep055 emd gamma 0.102373
D995_11_10 rep055 emd lognorm 0.166297
D995_11_10 rep056 emd exp 0.698782
D995_11_10 rep056 emd gamma 0.168027
D995_11_10 rep056 emd lognorm 0.13521
D995_11_10 rep057 emd exp 0.571603
D995_11_10 rep057 emd gamma 0.248003
D995_11_10 rep057 emd lognorm 0.197562
D995_11_10 rep058 emd exp 0.422023
D995_11_10 rep058 emd gamma 0.198251
D995_11_10 rep058 emd lognorm 0.150115
D995_11_10 rep059 emd exp 0.51171
D995_11_10 rep059 emd gamma 0.177569
D995_11_10 rep059 emd lognorm 0.0866238
D995_11_10 rep060 emd exp 0.474623
D995_11_10 rep060 emd gamma 0.167737
D995_11_10 rep060 emd lognorm 0.158824
D995_11_10 rep061 emd exp 1.47696
D995_11_10 rep061 emd gamma 0.106168
D995_11_10 rep061 emd lognorm 0.143209
D995_11_10 rep062 emd exp 0.726049
D995_11_10 rep062 emd gamma 0.205041
D995_11_10 rep062 emd lognorm 0.11085
D995_11_10 rep063 emd exp 0.465704
D995_11_10 rep063 emd gamma 0.174647
D995_11_10 rep063 emd lognorm 0.118037
D995_11_10 rep064 emd exp 0.738668
D995_11_10 rep064 emd gamma 0.161553
D995_11_10 rep064 emd lognorm 0.0972118
D995_11_10 rep065 emd exp 0.394561
D995_11_10 rep065 emd gamma 0.143309
D995_11_10 rep065 emd lognorm 0.24344
D995_11_10 rep066 emd exp 1.50241
D995_11_10 rep066 emd gamma 0.155474
D995_11_10 rep066 emd lognorm 0.161411
D995_11_10 rep067 emd exp 0.586936
D995_11_10 rep067 emd gamma 0.164054
D995_11_10 rep067 emd lognorm 0.21918
D995_11_10 rep068 emd exp 0.544079
D995_11_10 rep068 emd gamma 0.118751
D995_11_10 rep068 emd lognorm 0.118002
D995_11_10 rep069 emd exp 0.420466
D995_11_10 rep069 emd gamma 0.182322
D995_11_10 rep069 emd lognorm 0.10371
D995_11_10 rep070 emd exp 0.396945
D995_11_10 rep070 emd gamma 0.130795
D995_11_10 rep070 emd lognorm 0.200328
D995_11_10 rep071 emd exp 0.341261
D995_11_10 rep071 emd gamma 0.108009
D995_11_10 rep071 emd lognorm 0.138946
D995_11_10 rep072 emd exp 0.441093
D995_11_10 rep072 emd gamma 0.106375
D995_11_10 rep072 emd lognorm 0.139502
D995_11_10 rep073 emd exp 1.30509
D995_11_10 rep073 emd gamma 0.083229
D995_11_10 rep073 emd lognorm 0.15545
D995_11_10 rep074 emd exp 0.458719
D995_11_10 rep074 emd gamma 0.139204
D995_11_10 rep074 emd lognorm 0.112163
D995_11_10 rep075 emd exp 0.421039
D995_11_10 rep075 emd gamma 0.235449
D995_11_10 rep075 emd lognorm 0.0867526
D995_11_10 rep076 emd exp 0.584553
D995_11_10 rep076 emd gamma 0.12229
D995_11_10 rep076 emd lognorm 0.0967387
D995_11_10 rep077 emd exp 0.814994
D995_11_10 rep077 emd gamma 0.187575
D995_11_10 rep077 emd lognorm 0.138234
D995_11_10 rep078 emd exp 0.618742
D995_11_10 rep078 emd gamma 0.241385
D995_11_10 rep078 emd lognorm 0.135369
D995_11_10 rep079 emd exp 0.540356
D995_11_10 rep079 emd gamma 0.107742
D995_11_10 rep079 emd lognorm 0.205364
D995_11_10 rep080 emd exp 0.402707
D995_11_10 rep080 emd gamma 0.246599
D995_11_10 rep080 emd lognorm 0.145991
D995_11_10 rep081 emd exp 1.00719
D995_11_10 rep081 emd gamma 0.145364
D995_11_10 rep081 emd lognorm 0.111556
D995_11_10 rep082 emd exp 0.798454
D995_11_10 rep082 emd gamma 0.169501
D995_11_10 rep082 emd lognorm 0.124007
D995_11_10 rep083 emd exp 0.345205
D995_11_10 rep083 emd gamma 0.104342
D995_11_10 rep083 emd lognorm 0.121223
D995_11_10 rep084 emd exp 0.906946
D995_11_10 rep084 emd gamma 0.172657
D995_11_10 rep084 emd lognorm 0.14367
D995_11_10 rep085 emd exp 0.807442
D995_11_10 rep085 emd gamma 0.191885
D995_11_10 rep085 emd lognorm 0.168579
D995_11_10 rep086 emd exp 0.562377
D995_11_10 rep086 emd gamma 0.175861
D995_11_10 rep086 emd lognorm 0.124839
D995_11_10 rep087 emd exp 0.579928
D995_11_10 rep087 emd gamma 0.16243
D995_11_10 rep087 emd lognorm 0.125524
D995_11_10 rep088 emd exp 0.600605
D995_11_10 rep088 emd gamma 0.124776
D995_11_10 rep088 emd lognorm 0.158042
D995_11_10 rep089 emd exp 1.97461
D995_11_10 rep089 emd gamma 0.177153
D995_11_10 rep089 emd lognorm 0.159169
D995_11_10 rep090 emd exp 0.761559
D995_11_10 rep090 emd gamma 0.151614
D995_11_10 rep090 emd lognorm 0.122298
D995_11_10 rep091 emd exp 0.530133
D995_11_10 rep091 emd gamma 0.14854
D995_11_10 rep091 emd lognorm 0.184759
D995_11_10 rep092 emd exp 0.378204
D995_11_10 rep092 emd gamma 0.115691
D995_11_10 rep092 emd lognorm 0.136004
D995_11_10 rep093 emd exp 0.999499
D995_11_10 rep093 emd gamma 0.183355
D995_11_10 rep093 emd lognorm 0.193478
D995_11_10 rep094 emd exp 1.06529
D995_11_10 rep094 emd gamma 0.146588
D995_11_10 rep094 emd lognorm 0.180679
D995_11_10 rep095 emd exp 0.423638
D995_11_10 rep095 emd gamma 0.270104
D995_11_10 rep095 emd lognorm 0.196165
D995_11_10 rep096 emd exp 0.587177
D995_11_10 rep096 emd gamma 0.150107
D995_11_10 rep096 emd lognorm 0.144867
D995_11_10 rep097 emd exp 0.578854
D995_11_10 rep097 emd gamma 0.171341
D995_11_10 rep097 emd lognorm 0.151843
D995_11_10 rep098 emd exp 0.531114
D995_11_10 rep098 emd gamma 0.230982
D995_11_10 rep098 emd lognorm 0.123113
D995_11_10 rep099 emd exp 0.647407
D995_11_10 rep099 emd gamma 0.523548
D995_11_10 rep099 emd lognorm 0.17231
D995_11_10 rep100 emd exp 0.915157
D995_11_10 rep100 emd gamma 0.113432
D995_11_10 rep100 emd lognorm 0.12945
D995_3_25 rep001 emd exp 7.77775
D995_3_25 rep001 emd gamma 2.47008
D995_3_25 rep001 emd lognorm 1.64151
D995_3_25 rep002 emd exp 9.00132
D995_3_25 rep002 emd gamma 1.72438
D995_3_25 rep002 emd lognorm 1.14633
D995_3_25 rep003 emd exp 7.31391
D995_3_25 rep003 emd gamma 4.19727
D995_3_25 rep003 emd lognorm 1.78754
D995_3_25 rep004 emd exp 11.7569
D995_3_25 rep004 emd gamma 3.9123
D995_3_25 rep004 emd lognorm 1.65875
D995_3_25 rep005 emd exp 16.9458
D995_3_25 rep005 emd gamma 3.40517
D995_3_25 rep005 emd lognorm 1.14754
D995_3_25 rep006 emd exp 7.03221
D995_3_25 rep006 emd gamma 1.36569
D995_3_25 rep006 emd lognorm 4.47711
D995_3_25 rep007 emd exp 7.99793
D995_3_25 rep007 emd gamma 2.57731
D995_3_25 rep007 emd lognorm 1.16859
D995_3_25 rep008 emd exp 11.0397
D995_3_25 rep008 emd gamma 1.44484
D995_3_25 rep008 emd lognorm 1.03559
D995_3_25 rep009 emd exp 36.0584
D995_3_25 rep009 emd gamma 2.20856
D995_3_25 rep009 emd lognorm 1.62179
D995_3_25 rep010 emd exp 279.472
D995_3_25 rep010 emd gamma 1.49187
D995_3_25 rep010 emd lognorm 0.936373
D995_3_25 rep011 emd exp 10.3999
D995_3_25 rep011 emd gamma 4.51603
D995_3_25 rep011 emd lognorm 1.51557
D995_3_25 rep012 emd exp 6.5462
D995_3_25 rep012 emd gamma 3.07603
D995_3_25 rep012 emd lognorm 1.82826
D995_3_25 rep013 emd exp 7.80408
D995_3_25 rep013 emd gamma 2.6167
D995_3_25 rep013 emd lognorm 1.78996
D995_3_25 rep014 emd exp 5.05095
D995_3_25 rep014 emd gamma 4.18938
D995_3_25 rep014 emd lognorm 1.21278
D995_3_25 rep015 emd exp 15.39
D995_3_25 rep015 emd gamma 9.10808
D995_3_25 rep015 emd lognorm 0.741129
D995_3_25 rep016 emd exp 4.19208
D995_3_25 rep016 emd gamma 3.49035
D995_3_25 rep016 emd lognorm 8.12119
D995_3_25 rep017 emd exp 6.28022
D995_3_25 rep017 emd gamma 1.28341
D995_3_25 rep017 emd lognorm 2.74541
D995_3_25 rep018 emd exp 8.57671
D995_3_25 rep018 emd gamma 4.94889
D995_3_25 rep018 emd lognorm 1.42413
D995_3_25 rep019 emd exp 5.92924
D995_3_25 rep019 emd gamma 2.90019
D995_3_25 rep019 emd lognorm 4.81373
D995_3_25 rep020 emd exp 18.731
D995_3_25 rep020 emd gamma 2.30592
D995_3_25 rep020 emd lognorm 1.49079
D995_3_25 rep021 emd exp 7.22099
D995_3_25 rep021 emd gamma 6.23255
D995_3_25 rep021 emd lognorm 14.2102
D995_3_25 rep022 emd exp 15.6726
D995_3_25 rep022 emd gamma 3.06269
D995_3_25 rep022 emd lognorm 2.45703
D995_3_25 rep023 emd exp 7.39539
D995_3_25 rep023 emd gamma 12.6195
D995_3_25 rep023 emd lognorm 3.09808
D995_3_25 rep024 emd exp 17.7314
D995_3_25 rep024 emd gamma 15.4592
D995_3_25 rep024 emd lognorm 1.99992
D995_3_25 rep025 emd exp 7.10099
D995_3_25 rep025 emd gamma 1.19007
D995_3_25 rep025 emd lognorm 2.41019
D995_3_25 rep026 emd exp 7.98225
D995_3_25 rep026 emd gamma 2.49718
D995_3_25 rep026 emd lognorm 8.00054
D995_3_25 rep027 emd exp 12.0847
D995_3_25 rep027 emd gamma 2.80147
D995_3_25 rep027 emd lognorm 1.90069
D995_3_25 rep028 emd exp 12.8045
D995_3_25 rep028 emd gamma 2.10995
D995_3_25 rep028 emd lognorm 1.42536
D995_3_25 rep029 emd exp 6.16746
D995_3_25 rep029 emd gamma 2.17296
D995_3_25 rep029 emd lognorm 2.23347
D995_3_25 rep030 emd exp 78.4643
D995_3_25 rep030 emd gamma 1.49671
D995_3_25 rep030 emd lognorm 2.40354
D995_3_25 rep031 emd exp 65.4384
D995_3_25 rep031 emd gamma 1.97437
D995_3_25 rep031 emd lognorm 1.60838
D995_3_25 rep032 emd exp 8.3841
D995_3_25 rep032 emd gamma 1.82751
D995_3_25 rep032 emd lognorm 1.55792
D995_3_25 rep033 emd exp 10.557
D995_3_25 rep033 emd gamma 1.58833
D995_3_25 rep033 emd lognorm 1.55582
D995_3_25 rep034 emd exp 11.7177
D995_3_25 rep034 emd gamma 5.86697
D995_3_25 rep034 emd lognorm 1.72622
D995_3_25 rep035 emd exp 4.11842
D995_3_25 rep035 emd gamma 1.3834
D995_3_25 rep035 emd lognorm 0.957184
D995_3_25 rep036 emd exp 4.73768
D995_3_25 rep036 emd gamma 1.84794
D995_3_25 rep036 emd lognorm 2.49119
D995_3_25 rep037 emd exp 4.71984
D995_3_25 rep037 emd gamma 3.42339
D995_3_25 rep037 emd lognorm 1.50378
D995_3_25 rep038 emd exp 6.29119
D995_3_25 rep038 emd gamma 3.66361
D995_3_25 rep038 emd lognorm 1.31599
D995_3_25 rep039 emd exp 6.66865
D995_3_25 rep039 emd gamma 2.43331
D995_3_25 rep039 emd lognorm 2.6074
D995_3_25 rep040 emd exp 29.5938
D995_3_25 rep040 emd gamma 2.78657
D995_3_25 rep040 emd lognorm 1.60533
D995_3_25 rep041 emd exp 201.604
D995_3_25 rep041 emd gamma 2.37887
D995_3_25 rep041 emd lognorm 0.95143
D995_3_25 rep042 emd exp 68.7537
D995_3_25 rep042 emd gamma 4.59057
D995_3_25 rep042 emd lognorm 1.97481
D995_3_25 rep043 emd exp 7.50557
D995_3_25 rep043 emd gamma 3.35084
D995_3_25 rep043 emd lognorm 3.00663
D995_3_25 rep044 emd exp 10.4982
D995_3_25 rep044 emd gamma 1.85447
D995_3_25 rep044 emd lognorm 1.52168
D995_3_25 rep045 emd exp 19.1045
D995_3_25 rep045 emd gamma 1.4702
D995_3_25 rep045 emd lognorm 1.27433
D995_3_25 rep046 emd exp 11.2367
D995_3_25 rep046 emd gamma 2.55299
D995_3_25 rep046 emd lognorm 2.35483
D995_3_25 rep047 emd exp 5.34928
D995_3_25 rep047 emd gamma 1.27096
D995_3_25 rep047 emd lognorm 2.1667
D995_3_25 rep048 emd exp 27.7536
D995_3_25 rep048 emd gamma 13.0087
D995_3_25 rep048 emd lognorm 1.58493
D995_3_25 rep049 emd exp 14.5313
D995_3_25 rep049 emd gamma 3.84095
D995_3_25 rep049 emd lognorm 5.95906
D995_3_25 rep050 emd exp 6.92728
D995_3_25 rep050 emd gamma 1.7485
D995_3_25 rep050 emd lognorm 1.93709
D995_3_25 rep051 emd exp 8.87554
D995_3_25 rep051 emd gamma 1.1179
D995_3_25 rep051 emd lognorm 5.59997
D995_3_25 rep052 emd exp 5.46573
D995_3_25 rep052 emd gamma 2.35007
D995_3_25 rep052 emd lognorm 2.45535
D995_3_25 rep053 emd exp 46.6106
D995_3_25 rep053 emd gamma 2.44447
D995_3_25 rep053 emd lognorm 1.1591
D995_3_25 rep054 emd exp 6.71513
D995_3_25 rep054 emd gamma 6.20027
D995_3_25 rep054 emd lognorm 2.01818
D995_3_25 rep055 emd exp 6.09614
D995_3_25 rep055 emd gamma 2.91964
D995_3_25 rep055 emd lognorm 2.08828
D995_3_25 rep056 emd exp 9.8466
D995_3_25 rep056 emd gamma 1.19939
D995_3_25 rep056 emd lognorm 2.48707
D995_3_25 rep057 emd exp 24.5752
D995_3_25 rep057 emd gamma 2.04234
D995_3_25 rep057 emd lognorm 1.84381
D995_3_25 rep058 emd exp 131.173
D995_3_25 rep058 emd gamma 6.292
D995_3_25 rep058 emd lognorm 1.40745
D995_3_25 rep059 emd exp 8.52533
D995_3_25 rep059 emd gamma 1.26572
D995_3_25 rep059 emd lognorm 2.41736
D995_3_25 rep060 emd exp 10.1477
D995_3_25 rep060 emd gamma 3.10267
D995_3_25 rep060 emd lognorm 0.880541
D995_3_25 rep061 emd exp 16.0839
D995_3_25 rep061 emd gamma 1.60946
D995_3_25 rep061 emd lognorm 2.09476
D995_3_25 rep062 emd exp 10.4594
D995_3_25 rep062 emd gamma 2.55768
D995_3_25 rep062 emd lognorm 0.777097
D995_3_25 rep063 emd exp 13.3562
D995_3_25 rep063 emd gamma 1.28248
D995_3_25 rep063 emd lognorm 2.72948
D995_3_25 rep064 emd exp 48.4983
D995_3_25 rep064 emd gamma 1.48419
D995_3_25 rep064 emd lognorm 2.26163
D995_3_25 rep065 emd exp 9.9986
D995_3_25 rep065 emd gamma 1.59459
D995_3_25 rep065 emd lognorm 4.25757
D995_3_25 rep066 emd exp 9.79811
D995_3_25 rep066 emd gamma 6.10192
D995_3_25 rep066 emd lognorm 1.65903
D995_3_25 rep067 emd exp 12.4186
D995_3_25 rep067 emd gamma 41.3858
D995_3_25 rep067 emd lognorm 2.47687
D995_3_25 rep068 emd exp 12.0694
D995_3_25 rep068 emd gamma 1.54404
D995_3_25 rep068 emd lognorm 2.21836
D995_3_25 rep069 emd exp 14.9324
D995_3_25 rep069 emd gamma 1.28833
D995_3_25 rep069 emd lognorm 2.50142
D995_3_25 rep070 emd exp 23.6369
D995_3_25 rep070 emd gamma 1.81546
D995_3_25 rep070 emd lognorm 4.16231
