treeModel rep method clockModel tmrca
D750_3_25 rep015 Bstrict trilnormcave -8.142400188271285
D750_3_25 rep015 Bstrict trilnorm 10.863100161725743
D750_3_25 rep015 Bstrict trilnormvex -12.999008490786256
D750_3_25 rep016 Bstrict quartlnorm -28.47083524700934
D750_3_25 rep016 Bstrict trilnormcave 5.637908011326176
D750_3_25 rep016 Bstrict trilnorm -10.721896409179942
D750_3_25 rep016 Bstrict trilnormvex -4.647617302605582
D750_3_25 rep017 Bstrict quartlnorm -18.063577982908214
D750_3_25 rep017 Bstrict trilnormcave -4.906042288536744
D750_3_25 rep017 Bstrict trilnorm 6.618027928572789
D750_3_25 rep017 Bstrict trilnormvex -26.673159648713348
D750_3_25 rep018 Bstrict quartlnorm -0.9504075383407908
D750_3_25 rep018 Bstrict trilnormcave -3.256496939197433
D750_3_25 rep018 Bstrict trilnorm 8.51678897099099
D750_3_25 rep018 Bstrict trilnormvex -4.65569848472027
D750_3_25 rep019 Bstrict quartlnorm -8.352708953139063
D750_3_25 rep019 Bstrict trilnormcave -15.273386508679751
D750_3_25 rep019 Bstrict trilnorm -5.246757360163501
D750_3_25 rep019 Bstrict trilnormvex -15.646981523839822
D750_3_25 rep020 Bstrict quartlnorm -35.76912070777363
D750_3_25 rep020 Bstrict trilnormcave -35.013193142392915
D750_3_25 rep020 Bstrict trilnorm -4.872750436749499
D750_3_25 rep020 Bstrict trilnormvex -54.549590198680406
D750_3_25 rep021 Bstrict quartlnorm -112.26967455087572
D750_3_25 rep021 Bstrict trilnormcave 0.045918282140612554
D750_3_25 rep021 Bstrict trilnorm -70.00661687048608
D750_3_25 rep021 Bstrict trilnormvex -7.863541058101635
D750_3_25 rep022 Bstrict quartlnorm -14.870185321514532
D750_3_25 rep022 Bstrict trilnormcave -17.67764081049618
D750_3_25 rep022 Bstrict trilnorm -22.91551553776988
D750_3_25 rep022 Bstrict trilnormvex -3.1104456387425827
D750_3_25 rep023 Bstrict quartlnorm -1.3387656937990813
D750_3_25 rep023 Bstrict trilnormcave -16.757576387718018
D750_3_25 rep023 Bstrict trilnorm 3.899776521268792
D750_3_25 rep023 Bstrict trilnormvex 13.190524109677378
D750_3_25 rep024 Bstrict quartlnorm -12.676958818857965
D750_3_25 rep024 Bstrict trilnormcave -23.486431187815604
D750_3_25 rep024 Bstrict trilnorm 1.6755128049297898
D750_3_25 rep024 Bstrict trilnormvex -4.586780621854487
D750_3_25 rep025 Bstrict quartlnorm -8.880603605658102
D750_3_25 rep025 Bstrict trilnormcave 3.6275857428842873
D750_3_25 rep025 Bstrict trilnorm 5.908195828583267
D750_3_25 rep025 Bstrict trilnormvex 4.064018816726573
D750_3_25 rep026 Bstrict quartlnorm 9.86065849383507
D750_3_25 rep026 Bstrict trilnormcave 16.64905115446804
D750_3_25 rep026 Bstrict trilnorm -91.45047029774176
D750_3_25 rep026 Bstrict trilnormvex -40.725065788176785
D750_3_25 rep027 Bstrict quartlnorm -15.762643269478932
D750_3_25 rep027 Bstrict trilnormcave -5.720484946240324
D750_3_25 rep027 Bstrict trilnorm -20.358009174516205
D750_3_25 rep027 Bstrict trilnormvex -32.85222053897518
D750_3_25 rep028 Bstrict quartlnorm -17.79350196963685
D750_3_25 rep028 Bstrict trilnormcave -5.847296843535865
D750_3_25 rep028 Bstrict trilnorm -45.209220998714734
D750_3_25 rep028 Bstrict trilnormvex 2.3350483985444264
D750_3_25 rep029 Bstrict quartlnorm -15.645619386410232
D750_3_25 rep029 Bstrict trilnormcave -8.493047751356501
D750_3_25 rep029 Bstrict trilnorm -16.711993471607524
D750_3_25 rep029 Bstrict trilnormvex -1.975762447789938
D750_3_25 rep030 Bstrict quartlnorm -17.08246261457483
D750_3_25 rep030 Bstrict trilnormcave 4.537536596277855
D750_3_25 rep030 Bstrict trilnorm 7.511342953695845
D750_3_25 rep030 Bstrict trilnormvex -14.239859577846179
D750_3_25 rep031 Bstrict quartlnorm -21.744264657713117
D750_3_25 rep031 Bstrict trilnormcave 4.129328972589589
D750_3_25 rep031 Bstrict trilnorm -2.086212145340005
D750_3_25 rep031 Bstrict trilnormvex -8.643314873593493
D750_3_25 rep032 Bstrict quartlnorm -15.30516160000862
D750_3_25 rep032 Bstrict trilnormcave 3.921361610134939
D750_3_25 rep032 Bstrict trilnorm -40.981702797985776
D750_3_25 rep032 Bstrict trilnormvex -42.81497964149993
D750_3_25 rep033 Bstrict quartlnorm 0.21032344506045675
D750_3_25 rep033 Bstrict trilnormcave -3.9692679321094513
D750_3_25 rep033 Bstrict trilnorm -44.928649096194974
D750_3_25 rep033 Bstrict trilnormvex -22.828429457335986
D750_3_25 rep034 Bstrict quartlnorm 15.8871360362961
D750_3_25 rep034 Bstrict trilnormcave -16.44086114004166
D750_3_25 rep034 Bstrict trilnorm -1.8898283660694335
D750_3_25 rep034 Bstrict trilnormvex -104.57591245228402
D750_3_25 rep035 Bstrict quartlnorm -28.693406468677413
D750_3_25 rep035 Bstrict trilnormcave 1.5544561235231829
D750_3_25 rep035 Bstrict trilnorm -5.3066488569731085
D750_3_25 rep035 Bstrict trilnormvex -1.6186577538139026
D750_3_25 rep036 Bstrict quartlnorm 7.622552793978672
D750_3_25 rep036 Bstrict trilnormcave -18.821801768585743
D750_3_25 rep036 Bstrict trilnorm 8.11525299878318
D750_3_25 rep036 Bstrict trilnormvex -6.512175733179188
D750_3_25 rep037 Bstrict quartlnorm -19.118787541864037
D750_3_25 rep037 Bstrict trilnormcave -11.94950768428218
D750_3_25 rep037 Bstrict trilnorm -28.134940118770764
D750_3_25 rep037 Bstrict trilnormvex -17.966815094570883
D750_3_25 rep038 Bstrict quartlnorm 2.4775605629835713
D750_3_25 rep038 Bstrict trilnormcave -6.531212868558107
D750_3_25 rep038 Bstrict trilnorm 6.184084498801358
D750_3_25 rep038 Bstrict trilnormvex -7.273413737418391
D750_3_25 rep039 Bstrict quartlnorm -29.256532131582254
D750_3_25 rep039 Bstrict trilnormcave -11.659660130372444
D750_3_25 rep039 Bstrict trilnorm -84.59489588875041
D750_3_25 rep039 Bstrict trilnormvex -26.90292185568577
D750_3_25 rep040 Bstrict quartlnorm 0.46927885696749805
D750_3_25 rep040 Bstrict trilnormcave 3.283083467083715
D750_3_25 rep040 Bstrict trilnorm -74.19531642142958
D750_3_25 rep040 Bstrict trilnormvex -17.03276503902327
D750_3_25 rep041 Bstrict quartlnorm -11.61985939376911
D750_3_25 rep041 Bstrict trilnormcave -11.053221427585282
D750_3_25 rep041 Bstrict trilnorm -41.38160878076707
D750_3_25 rep041 Bstrict trilnormvex 1.223691530725573
D750_3_25 rep042 Bstrict quartlnorm -7.433650149465752
D750_3_25 rep042 Bstrict trilnormcave 5.398083234760122
D750_3_25 rep042 Bstrict trilnorm 6.448736679092783
D750_3_25 rep042 Bstrict trilnormvex -43.413831822779876
D750_3_25 rep043 Bstrict quartlnorm -16.548439316504314
D750_3_25 rep043 Bstrict trilnormcave 11.543477247618497
D750_3_25 rep043 Bstrict trilnorm 9.44243634570612
D750_3_25 rep043 Bstrict trilnormvex -2.89327885518
D750_3_25 rep044 Bstrict quartlnorm 2.811639267204546
D750_3_25 rep044 Bstrict trilnormcave -6.039085022069316
D750_3_25 rep044 Bstrict trilnorm 1.500112805681197
D750_3_25 rep044 Bstrict trilnormvex 16.336643587442882
D750_3_25 rep045 Bstrict quartlnorm 2.5843902480132304
D750_3_25 rep045 Bstrict trilnormcave 4.599758532202104
D750_3_25 rep045 Bstrict trilnorm -12.458051589471939
D750_3_25 rep045 Bstrict trilnormvex -7.877440587347175
D750_3_25 rep046 Bstrict quartlnorm -12.985300914055863
D750_3_25 rep046 Bstrict trilnormcave -12.265380480320275
D750_3_25 rep046 Bstrict trilnorm -10.88874176238211
D750_3_25 rep046 Bstrict trilnormvex -37.214924799888394
D750_3_25 rep047 Bstrict quartlnorm -13.870152811878697
D750_3_25 rep047 Bstrict trilnormcave -6.237148162579228
D750_3_25 rep047 Bstrict trilnorm 1.9446023853985697
D750_3_25 rep047 Bstrict trilnormvex -52.87738449499995
D750_3_25 rep048 Bstrict quartlnorm -19.524193851283908
D750_3_25 rep048 Bstrict trilnormcave -1.6219104540985283
D750_3_25 rep048 Bstrict trilnorm 0.6469988487332721
D750_3_25 rep048 Bstrict trilnormvex -24.30254597644486
D750_3_25 rep049 Bstrict quartlnorm 4.582696197972815
D750_3_25 rep049 Bstrict trilnormcave -16.658929318470598
D750_3_25 rep049 Bstrict trilnorm -12.00834128719931
D750_3_25 rep049 Bstrict trilnormvex -21.714775935102672
D750_3_25 rep050 Bstrict quartlnorm -5.992812485644031
D750_3_25 rep050 Bstrict trilnormcave -8.29756672001136
D750_3_25 rep050 Bstrict trilnorm -22.442237195312067
D750_3_25 rep050 Bstrict trilnormvex -44.520525758801284
D750_3_25 rep051 Bstrict quartlnorm 1.7649227234255371
D750_3_25 rep051 Bstrict trilnormcave -21.26074178846829
D750_3_25 rep051 Bstrict trilnorm -13.835174113803285
D750_3_25 rep051 Bstrict trilnormvex -2.517177048701263
D750_3_25 rep052 Bstrict quartlnorm 4.794310992505432
D750_3_25 rep052 Bstrict trilnormcave -2.5509030321291934
D750_3_25 rep052 Bstrict trilnorm -50.080906032820565
D750_3_25 rep052 Bstrict trilnormvex -4.928958872161337
D750_3_25 rep053 Bstrict quartlnorm -22.05253769187783
D750_3_25 rep053 Bstrict trilnormcave -10.876350098321934
D750_3_25 rep053 Bstrict trilnorm -3.3307420225892663
D750_3_25 rep053 Bstrict trilnormvex 9.328580936540117
D750_3_25 rep054 Bstrict quartlnorm -74.83144513552116
D750_3_25 rep054 Bstrict trilnormcave -3.033163826863936
D750_3_25 rep054 Bstrict trilnorm -14.229753837509397
D750_3_25 rep054 Bstrict trilnormvex 6.602547151396788
D750_3_25 rep055 Bstrict quartlnorm -3.7957225111784245
D750_3_25 rep055 Bstrict trilnormcave -3.6240157925699785
D750_3_25 rep055 Bstrict trilnorm -4.2581378599790005
D750_3_25 rep055 Bstrict trilnormvex 15.326943245546595
D750_3_25 rep056 Bstrict quartlnorm -21.713092582192388
D750_3_25 rep056 Bstrict trilnormcave -21.897397410966825
D750_3_25 rep056 Bstrict trilnorm -10.6120810926517
D750_3_25 rep056 Bstrict trilnormvex -25.67416986951761
D750_3_25 rep057 Bstrict quartlnorm -0.21548369007015378
D750_3_25 rep057 Bstrict trilnormcave 4.415966375129223
D750_3_25 rep057 Bstrict trilnorm 7.395338736276509
D750_3_25 rep057 Bstrict trilnormvex -16.827573858461463
D750_3_25 rep058 Bstrict quartlnorm 15.759536344622326
D750_3_25 rep058 Bstrict trilnormcave -3.9687026634414675
D750_3_25 rep058 Bstrict trilnorm 4.983613764430933
D750_3_25 rep058 Bstrict trilnormvex -22.841796105140226
D750_3_25 rep059 Bstrict quartlnorm -141.83154251652425
D750_3_25 rep059 Bstrict trilnormcave 12.365255923862609
D750_3_25 rep059 Bstrict trilnorm -0.6799402809578119
D750_3_25 rep059 Bstrict trilnormvex -115.18718732075695
D750_3_25 rep060 Bstrict quartlnorm -16.80415364950256
D750_3_25 rep060 Bstrict trilnormcave -5.026158790249914
D750_3_25 rep060 Bstrict trilnorm -36.48734339179396
D750_3_25 rep060 Bstrict trilnormvex -18.601578852856036
D750_3_25 rep061 Bstrict quartlnorm -4.083170882414864
D750_3_25 rep061 Bstrict trilnormcave -9.554258329094397
D750_3_25 rep061 Bstrict trilnorm -27.273199375127724
D750_3_25 rep061 Bstrict trilnormvex -18.14915394997516
D750_3_25 rep062 Bstrict quartlnorm 11.988454733114672
D750_3_25 rep062 Bstrict trilnormcave -17.52414285420221
D750_3_25 rep062 Bstrict trilnorm -32.40556840650503
D750_3_25 rep062 Bstrict trilnormvex 5.928495077392892
D750_3_25 rep063 Bstrict quartlnorm -24.296386719687074
D750_3_25 rep063 Bstrict trilnormcave -16.810671915005567
D750_3_25 rep063 Bstrict trilnorm 14.695488618889431
D750_3_25 rep063 Bstrict trilnormvex -20.614167974675773
D750_3_25 rep064 Bstrict quartlnorm 6.408442867772472
D750_3_25 rep064 Bstrict trilnormcave 8.018320739406356
D750_3_25 rep064 Bstrict trilnorm -21.940332397741457
D750_3_25 rep064 Bstrict trilnormvex -4.850439273353452
D750_3_25 rep065 Bstrict quartlnorm 2.5236699134066054
D750_3_25 rep065 Bstrict trilnormcave -1.8233259309456784
D750_3_25 rep065 Bstrict trilnorm 0.16745271222499658
D750_3_25 rep065 Bstrict trilnormvex 1.448059658663321
D750_3_25 rep066 Bstrict quartlnorm -32.34870068083348
D750_3_25 rep066 Bstrict trilnormcave -43.17827488712915
D750_3_25 rep066 Bstrict trilnorm -3.477457452696205
D750_3_25 rep066 Bstrict trilnormvex 13.934195352290919
D750_3_25 rep067 Bstrict quartlnorm 3.029742549005735
D750_3_25 rep067 Bstrict trilnormcave -5.965472694167971
D750_3_25 rep067 Bstrict trilnorm -21.602467421299927
D750_3_25 rep067 Bstrict trilnormvex -33.90783000327061
D750_3_25 rep068 Bstrict quartlnorm -95.39872634784787
D750_3_25 rep068 Bstrict trilnormcave -15.437360634003742
D750_3_25 rep068 Bstrict trilnorm -12.44744452893049
D750_3_25 rep068 Bstrict trilnormvex -6.456432434611492
D750_3_25 rep069 Bstrict quartlnorm -10.388115948581142
D750_3_25 rep069 Bstrict trilnormcave -8.429803663864119
D750_3_25 rep069 Bstrict trilnorm 3.9769967207745793
D750_3_25 rep069 Bstrict trilnormvex -43.29777761994282
D750_3_25 rep070 Bstrict quartlnorm -5.740393517027119
D750_3_25 rep070 Bstrict trilnormcave 5.964089339174664
D750_3_25 rep070 Bstrict trilnorm -48.64445992221827
D750_3_25 rep070 Bstrict trilnormvex 11.54874062872227
D750_3_25 rep071 Bstrict quartlnorm -60.80991649790171
D750_3_25 rep071 Bstrict trilnormcave -8.970683044584405
D750_3_25 rep071 Bstrict trilnorm -28.990005508135283
D750_3_25 rep071 Bstrict trilnormvex 0.4621807534591724
D750_3_25 rep072 Bstrict quartlnorm -44.0449631016337
D750_3_25 rep072 Bstrict trilnormcave 9.26815805128718
D750_3_25 rep072 Bstrict trilnorm 6.788625709127956
D750_3_25 rep072 Bstrict trilnormvex 9.404828973360242
D750_3_25 rep073 Bstrict quartlnorm -10.14521010519472
D750_3_25 rep073 Bstrict trilnormcave -0.6257302400408449
D750_3_25 rep073 Bstrict trilnorm -3.3257160345446284
D750_3_25 rep073 Bstrict trilnormvex -13.135354929872204
D750_3_25 rep074 Bstrict quartlnorm -36.05240266810529
D750_3_25 rep074 Bstrict trilnormcave -4.459690382972399
D750_3_25 rep074 Bstrict trilnorm -78.30701203515173
D750_3_25 rep074 Bstrict trilnormvex -29.602179520237165
D750_3_25 rep075 Bstrict quartlnorm -22.134007436703037
D750_3_25 rep075 Bstrict trilnormcave 6.741910676388583
D750_3_25 rep075 Bstrict trilnorm -27.10770297848329
D750_3_25 rep075 Bstrict trilnormvex -25.890623792463487
D750_3_25 rep076 Bstrict quartlnorm 8.326707514888891
D750_3_25 rep076 Bstrict trilnormcave 1.0593195606153443
D750_3_25 rep076 Bstrict trilnorm -47.27352826367682
D750_3_25 rep076 Bstrict trilnormvex -7.222980411885742
D750_3_25 rep077 Bstrict quartlnorm 1.3745129617303542
D750_3_25 rep077 Bstrict trilnormcave -24.147796323241103
D750_3_25 rep077 Bstrict trilnorm 18.05229939028203
D750_3_25 rep077 Bstrict trilnormvex -5.7692735728164175
D750_3_25 rep078 Bstrict quartlnorm -44.6968858137235
D750_3_25 rep078 Bstrict trilnormcave -11.862356465027192
D750_3_25 rep078 Bstrict trilnorm -6.510194362320625
D750_3_25 rep078 Bstrict trilnormvex -6.504476620456243
D750_3_25 rep079 Bstrict quartlnorm 14.966673253872827
D750_3_25 rep079 Bstrict trilnormcave 6.517205068142054
D750_3_25 rep079 Bstrict trilnorm -30.663252542585155
D750_3_25 rep079 Bstrict trilnormvex 1.3671000104381816
D750_3_25 rep080 Bstrict quartlnorm -74.32441557354407
D750_3_25 rep080 Bstrict trilnormcave -17.824074583159423
D750_3_25 rep080 Bstrict trilnorm -28.571437359286342
D750_3_25 rep080 Bstrict trilnormvex 8.497461236304986
D750_3_25 rep081 Bstrict quartlnorm -46.0029840721715
D750_3_25 rep081 Bstrict trilnormcave -43.75955749468965
D750_3_25 rep081 Bstrict trilnorm -32.8457230797183
D750_3_25 rep081 Bstrict trilnormvex -1.9011758963816052
D750_3_25 rep082 Bstrict quartlnorm -14.695434053748777
D750_3_25 rep082 Bstrict trilnormcave -3.2502751416814313
D750_3_25 rep082 Bstrict trilnorm -13.1038058738942
D750_3_25 rep082 Bstrict trilnormvex 1.474575506894821
D750_3_25 rep083 Bstrict quartlnorm 12.164628001392014
D750_3_25 rep083 Bstrict trilnormcave -2.607693094313408
D750_3_25 rep083 Bstrict trilnorm 5.7327007302632325
D750_3_25 rep083 Bstrict trilnormvex -61.49126713689773
D750_3_25 rep084 Bstrict quartlnorm -20.728579951835727
D750_3_25 rep084 Bstrict trilnormcave -22.74398884577604
D750_3_25 rep084 Bstrict trilnorm -1.1156821458543185
D750_3_25 rep084 Bstrict trilnormvex -28.23932274717231
D750_3_25 rep085 Bstrict quartlnorm -4.948289873993765
D750_3_25 rep085 Bstrict trilnormcave -8.05208711062096
D750_3_25 rep085 Bstrict trilnorm -57.54420238262388
D750_3_25 rep085 Bstrict trilnormvex -41.43014259998213
D750_3_25 rep086 Bstrict quartlnorm -11.438130426727657
D750_3_25 rep086 Bstrict trilnormcave 12.706888389965963
D750_3_25 rep086 Bstrict trilnorm 2.262248119017096
D750_3_25 rep086 Bstrict trilnormvex -23.99323834897024
D750_3_25 rep087 Bstrict quartlnorm -3.2416503933509837
D750_3_25 rep087 Bstrict trilnormcave -1.357911072812866
D750_3_25 rep087 Bstrict trilnorm -8.830024688353323
D750_3_25 rep087 Bstrict trilnormvex 13.21075386848389
D750_3_25 rep088 Bstrict quartlnorm -115.07006129618395
D750_3_25 rep088 Bstrict trilnormcave 0.8582372777307921
D750_3_25 rep088 Bstrict trilnorm -21.29396032915139
D750_3_25 rep088 Bstrict trilnormvex -6.975716808323728
D750_3_25 rep089 Bstrict quartlnorm -20.62145599352533
D750_3_25 rep089 Bstrict trilnormcave -11.615713125371425
D750_3_25 rep089 Bstrict trilnorm -18.829274213540668
D750_3_25 rep089 Bstrict trilnormvex 7.794420580978013
D750_3_25 rep090 Bstrict quartlnorm 6.049063818034457
D750_3_25 rep090 Bstrict trilnormcave -13.655504315306773
D750_3_25 rep090 Bstrict trilnorm -20.253326627687688
D750_3_25 rep090 Bstrict trilnormvex 16.322622414977353
D750_3_25 rep091 Bstrict quartlnorm 6.848557935178199
D750_3_25 rep091 Bstrict trilnormcave -2.946706879688225
D750_3_25 rep091 Bstrict trilnorm 12.895827956377717
D750_3_25 rep091 Bstrict trilnormvex -15.071241021767964
D750_3_25 rep092 Bstrict quartlnorm -10.890745315736902
D750_3_25 rep092 Bstrict trilnormcave -5.946782367981921
D750_3_25 rep092 Bstrict trilnorm 7.384969040401641
D750_3_25 rep092 Bstrict trilnormvex -58.06171509815423
D750_3_25 rep093 Bstrict quartlnorm -16.636046845378683
D750_3_25 rep093 Bstrict trilnormcave 3.2609840006403843
D750_3_25 rep093 Bstrict trilnorm -35.69680669828425
D750_3_25 rep093 Bstrict trilnormvex 0.5680975581172261
D750_3_25 rep094 Bstrict quartlnorm -34.60329811770988
D750_3_25 rep094 Bstrict trilnormcave 0.6666452990774658
D750_3_25 rep094 Bstrict trilnorm -2.0985701369550025
D750_3_25 rep094 Bstrict trilnormvex -14.352742823246821
D750_3_25 rep095 Bstrict quartlnorm -10.951922235242789
D750_3_25 rep095 Bstrict trilnormcave -14.052436557078462
D750_3_25 rep095 Bstrict trilnorm -2.583665964428756
D750_3_25 rep095 Bstrict trilnormvex 14.405344064146846
D750_3_25 rep096 Bstrict quartlnorm 2.0025821268012347
D750_3_25 rep096 Bstrict trilnormcave -7.340836291396052
D750_3_25 rep096 Bstrict trilnorm -20.97320096085619
D750_3_25 rep096 Bstrict trilnormvex -9.302293240532915
D750_3_25 rep097 Bstrict quartlnorm -167.5287695497047
D750_3_25 rep097 Bstrict trilnormcave -1.2603195490127876
D750_3_25 rep097 Bstrict trilnorm -7.894295944118525
D750_3_25 rep097 Bstrict trilnormvex -3.303003968442315
D750_3_25 rep098 Bstrict quartlnorm -82.06672739140677
D750_3_25 rep098 Bstrict trilnormcave -25.57756431142031
D750_3_25 rep098 Bstrict trilnorm -68.89369767219297
D750_3_25 rep098 Bstrict trilnormvex -42.16834842313327
D750_3_25 rep099 Bstrict quartlnorm 1.9455279792812536
D750_3_25 rep099 Bstrict trilnormcave -5.784836168457086
D750_3_25 rep099 Bstrict trilnorm -10.602070855486158
D750_3_25 rep099 Bstrict trilnormvex -42.941565115026236
D750_3_25 rep100 Bstrict quartlnorm -33.444175187932
D750_3_25 rep100 Bstrict trilnormcave -34.469647218256114
D750_3_25 rep100 Bstrict trilnorm -50.680078403418236
D750_3_25 rep100 Bstrict trilnormvex -46.852204708394765
D995_11_10 rep001 Bstrict quartlnorm -0.28909507928733363
D995_11_10 rep001 Bstrict trilnormcave 0.20950210631392568
D995_11_10 rep001 Bstrict trilnorm 0.08950116202601342
D995_11_10 rep001 Bstrict trilnormvex -0.23395077114079416
D995_11_10 rep002 Bstrict quartlnorm 0.35827053161339456
D995_11_10 rep002 Bstrict trilnormcave -0.31064878901424053
D995_11_10 rep002 Bstrict trilnorm -0.427115845979396
D995_11_10 rep002 Bstrict trilnormvex 0.048461454140983684
D995_11_10 rep003 Bstrict quartlnorm 0.09527208414328384
D995_11_10 rep003 Bstrict trilnormcave -0.00762084384278694
D995_11_10 rep003 Bstrict trilnorm 0.37678854813025275
D995_11_10 rep003 Bstrict trilnormvex 0.061882389300813634
D995_11_10 rep004 Bstrict quartlnorm -0.35749768924716185
D995_11_10 rep004 Bstrict trilnormcave -0.3701303980796787
D995_11_10 rep004 Bstrict trilnorm -0.23676679264307082
D995_11_10 rep004 Bstrict trilnormvex -0.28311821322054714
D995_11_10 rep005 Bstrict quartlnorm -0.22895207289018824
D995_11_10 rep005 Bstrict trilnormcave -1.015706830622551
D995_11_10 rep005 Bstrict trilnorm -0.12485804312026713
D995_11_10 rep005 Bstrict trilnormvex -0.23569385637738136
D995_11_10 rep006 Bstrict quartlnorm -0.527171318838369
D995_11_10 rep006 Bstrict trilnormcave 0.3367969875606369
D995_11_10 rep006 Bstrict trilnorm 0.23138475885817578
D995_11_10 rep006 Bstrict trilnormvex 0.5214174275397904
D995_11_10 rep007 Bstrict quartlnorm 0.30892817452364396
D995_11_10 rep007 Bstrict trilnormcave -0.5921391701445384
D995_11_10 rep007 Bstrict trilnorm 0.05062704797195294
D995_11_10 rep007 Bstrict trilnormvex -0.713652856910942
D995_11_10 rep008 Bstrict quartlnorm -0.18899690868055447
D995_11_10 rep008 Bstrict trilnormcave 0.22625302787668355
D995_11_10 rep008 Bstrict trilnorm -0.5471369903798395
D995_11_10 rep008 Bstrict trilnormvex -0.1761481457843001
D995_11_10 rep009 Bstrict quartlnorm 0.6039120157643066
D995_11_10 rep009 Bstrict trilnormcave 0.28686530879635047
D995_11_10 rep009 Bstrict trilnorm -0.5445764159193419
D995_11_10 rep009 Bstrict trilnormvex -0.6823190531462971
D995_11_10 rep010 Bstrict quartlnorm 0.28387802802243556
D995_11_10 rep010 Bstrict trilnormcave 0.50322992726393
D995_11_10 rep010 Bstrict trilnorm 0.2847454779480114
D995_11_10 rep010 Bstrict trilnormvex -0.7729666917747735
D995_11_10 rep011 Bstrict quartlnorm 0.9010834975262523
D995_11_10 rep011 Bstrict trilnormcave -0.4929330002755531
D995_11_10 rep011 Bstrict trilnorm 0.2349007120861376
D995_11_10 rep011 Bstrict trilnormvex -0.4594301884641622
D995_11_10 rep012 Bstrict quartlnorm 0.7574862222779979
D995_11_10 rep012 Bstrict trilnormcave -0.4110310332190301
D995_11_10 rep012 Bstrict trilnorm -1.1976250733957983
D995_11_10 rep012 Bstrict trilnormvex 0.30797407682243794
D995_11_10 rep013 Bstrict quartlnorm 0.5877097132298748
D995_11_10 rep013 Bstrict trilnormcave -0.14245277734845474
D995_11_10 rep013 Bstrict trilnorm -0.008549349808290363
D995_11_10 rep013 Bstrict trilnormvex 0.23409887365630883
D995_11_10 rep014 Bstrict quartlnorm 0.9879321097732958
D995_11_10 rep014 Bstrict trilnormcave 0.24609631719019093
D995_11_10 rep014 Bstrict trilnorm 0.17248865697324023
D995_11_10 rep014 Bstrict trilnormvex -0.7265396983807795
D995_11_10 rep015 Bstrict quartlnorm -0.4435153102455287
D995_11_10 rep015 Bstrict trilnormcave -0.0975086883933054
D995_11_10 rep015 Bstrict trilnorm 0.7901259704238939
D995_11_10 rep015 Bstrict trilnormvex -0.5787632186244454
D995_11_10 rep016 Bstrict quartlnorm -0.07856255136447526
D995_11_10 rep016 Bstrict trilnormcave -0.04738657259969781
D995_11_10 rep016 Bstrict trilnorm -0.6928715092808484
D995_11_10 rep016 Bstrict trilnormvex 0.4908976487762511
D995_11_10 rep017 Bstrict quartlnorm -0.16690995759480642
D995_11_10 rep017 Bstrict trilnormcave 0.6416355262669771
D995_11_10 rep017 Bstrict trilnorm 0.16609399295082858
D995_11_10 rep017 Bstrict trilnormvex 0.1666633861510124
D995_11_10 rep018 Bstrict quartlnorm -0.34568280619514435
D995_11_10 rep018 Bstrict trilnormcave 0.5145287673256044
D995_11_10 rep018 Bstrict trilnorm -0.16087689408227956
D995_11_10 rep018 Bstrict trilnormvex -0.9075333461383108
D995_11_10 rep019 Bstrict quartlnorm -1.4074876225172663
D995_11_10 rep019 Bstrict trilnormcave 0.507912282700939
D995_11_10 rep019 Bstrict trilnorm 0.041669789649272815
D995_11_10 rep019 Bstrict trilnormvex -0.5426548805531963
D995_11_10 rep020 Bstrict quartlnorm 0.46484582074998926
D995_11_10 rep020 Bstrict trilnormcave 0.2942602257186529
D995_11_10 rep020 Bstrict trilnorm -0.2579589556604359
D995_11_10 rep020 Bstrict trilnormvex 0.33545851630489554
D995_11_10 rep021 Bstrict quartlnorm -1.0878637854526798
D995_11_10 rep021 Bstrict trilnormcave -0.479563931910966
D995_11_10 rep021 Bstrict trilnorm 0.11314758242351747
D995_11_10 rep021 Bstrict trilnormvex -0.9175040563530277
D995_11_10 rep022 Bstrict quartlnorm -0.24328197299942472
D995_11_10 rep022 Bstrict trilnormcave -0.532569280210134
D995_11_10 rep022 Bstrict trilnorm 0.5487752845990761
D995_11_10 rep022 Bstrict trilnormvex -1.5951303385853854
D995_11_10 rep023 Bstrict quartlnorm 0.3386030082901976
D995_11_10 rep023 Bstrict trilnormcave 0.5796052454722236
D995_11_10 rep023 Bstrict trilnorm 0.38918907749088394
D995_11_10 rep023 Bstrict trilnormvex 0.21111784468174677
D995_11_10 rep024 Bstrict quartlnorm 0.19517433478769175
D995_11_10 rep024 Bstrict trilnormcave 0.19652325282288963
D995_11_10 rep024 Bstrict trilnorm 0.21512889892719145
D995_11_10 rep024 Bstrict trilnormvex 0.8665157310082876
D995_11_10 rep025 Bstrict quartlnorm -1.0002266246110594
D995_11_10 rep025 Bstrict trilnormcave 0.020355277786796577
D995_11_10 rep025 Bstrict trilnorm 0.4379349676297566
D995_11_10 rep025 Bstrict trilnormvex 0.27339699121896466
D995_11_10 rep026 Bstrict quartlnorm 0.07903557852414317
D995_11_10 rep026 Bstrict trilnormcave 0.2587384856104572
D995_11_10 rep026 Bstrict trilnorm 0.6544009056318864
D995_11_10 rep026 Bstrict trilnormvex -0.06072209932854877
D995_11_10 rep027 Bstrict quartlnorm -0.8195902029952002
D995_11_10 rep027 Bstrict trilnormcave -0.31382392463939623
