treeModel clockModel method rep error
D750_3_25 quartlnorm wLogDate rep078 0.7989754999442373
D750_3_25 quartlnorm MD-Cat rep078 0.9891235759782427
D750_3_25 trilnorm wLogDate rep078 0.5920574146282966
D750_3_25 trilnorm MD-Cat rep078 0.8357508297409529
D750_3_25 trilnormvex wLogDate rep078 0.6849067902612723
D750_3_25 trilnormvex MD-Cat rep078 0.8425504466225523
D750_3_25 trilnormcave wLogDate rep078 0.4573881726709331
D750_3_25 trilnormcave MD-Cat rep078 0.49289221868614735
D750_3_25 quartlnorm wLogDate rep079 1.2111469687207583
D750_3_25 quartlnorm MD-Cat rep079 1.1310835655792475
D750_3_25 trilnorm wLogDate rep079 1.0700118889345658
D750_3_25 trilnorm MD-Cat rep079 0.7624078803916573
D750_3_25 trilnormvex wLogDate rep079 0.7352042387235918
D750_3_25 trilnormvex MD-Cat rep079 0.9134923268264176
D750_3_25 trilnormcave wLogDate rep079 0.8120117491287773
D750_3_25 trilnormcave MD-Cat rep079 0.5219015566962473
D750_3_25 quartlnorm wLogDate rep080 1.4882826306336112
D750_3_25 quartlnorm MD-Cat rep080 1.032898962866825
D750_3_25 trilnorm wLogDate rep080 1.0378748562559126
D750_3_25 trilnorm MD-Cat rep080 0.981217344588736
D750_3_25 trilnormvex wLogDate rep080 0.8194886025808189
D750_3_25 trilnormvex MD-Cat rep080 1.0002405404255017
D750_3_25 trilnormcave wLogDate rep080 0.9010286263960379
D750_3_25 trilnormcave MD-Cat rep080 0.5336760796338472
D750_3_25 quartlnorm wLogDate rep081 0.969429631868757
D750_3_25 quartlnorm MD-Cat rep081 0.8169551059759046
D750_3_25 trilnorm wLogDate rep081 0.49493584335146384
D750_3_25 trilnorm MD-Cat rep081 0.6568955777727626
D750_3_25 trilnormvex wLogDate rep081 0.7309896065109228
D750_3_25 trilnormvex MD-Cat rep081 0.856897008767902
D750_3_25 trilnormcave wLogDate rep081 0.4687355446927091
D750_3_25 trilnormcave MD-Cat rep081 0.5079139561566227
D750_3_25 quartlnorm wLogDate rep082 1.2432050006930309
D750_3_25 quartlnorm MD-Cat rep082 1.2282708338990522
D750_3_25 trilnorm wLogDate rep082 0.5860196298766501
D750_3_25 trilnorm MD-Cat rep082 0.8112569385482973
D750_3_25 trilnormvex wLogDate rep082 1.1913630687168228
D750_3_25 trilnormvex MD-Cat rep082 0.9076629039482339
D750_3_25 trilnormcave wLogDate rep082 0.5161087214847845
D750_3_25 trilnormcave MD-Cat rep082 0.6976912056930089
D750_3_25 quartlnorm wLogDate rep083 1.2935586225581388
D750_3_25 quartlnorm MD-Cat rep083 1.0962769647725343
D750_3_25 trilnorm wLogDate rep083 0.7020619324717802
D750_3_25 trilnorm MD-Cat rep083 0.8021971674332659
D750_3_25 trilnormvex wLogDate rep083 1.1706973650392207
D750_3_25 trilnormvex MD-Cat rep083 0.7531090145868236
D750_3_25 trilnormcave wLogDate rep083 0.3815597940110114
D750_3_25 trilnormcave MD-Cat rep083 0.47092523310384454
D750_3_25 quartlnorm wLogDate rep084 2.0022504381630677
D750_3_25 quartlnorm MD-Cat rep084 1.102759907524784
D750_3_25 trilnorm wLogDate rep084 0.8529040059803262
D750_3_25 trilnorm MD-Cat rep084 0.7201418538320542
D750_3_25 trilnormvex wLogDate rep084 0.8794085125517278
D750_3_25 trilnormvex MD-Cat rep084 0.7061629190314082
D750_3_25 trilnormcave wLogDate rep084 0.8758620584160419
D750_3_25 trilnormcave MD-Cat rep084 0.653143172961038
D750_3_25 quartlnorm wLogDate rep085 0.7607224915642197
D750_3_25 quartlnorm MD-Cat rep085 1.031299330058406
D750_3_25 trilnorm wLogDate rep085 0.8530723943895732
D750_3_25 trilnorm MD-Cat rep085 0.6860394142455966
D750_3_25 trilnormvex wLogDate rep085 1.0451272668080178
D750_3_25 trilnormvex MD-Cat rep085 0.6753947456965746
D750_3_25 trilnormcave wLogDate rep085 0.45882928407394813
D750_3_25 trilnormcave MD-Cat rep085 0.5778052026085588
D750_3_25 quartlnorm wLogDate rep086 0.75753918720844
D750_3_25 quartlnorm MD-Cat rep086 1.089353241845469
D750_3_25 trilnorm wLogDate rep086 0.6122790808218079
D750_3_25 trilnorm MD-Cat rep086 0.763480913847667
D750_3_25 trilnormvex wLogDate rep086 0.5775995059208829
D750_3_25 trilnormvex MD-Cat rep086 0.7846856694738035
D750_3_25 trilnormcave wLogDate rep086 0.5253907553742555
D750_3_25 trilnormcave MD-Cat rep086 0.5248723098473597
D750_3_25 quartlnorm wLogDate rep087 0.8447258183974706
D750_3_25 quartlnorm MD-Cat rep087 1.1293678323920673
D750_3_25 trilnorm wLogDate rep087 0.5472371595730434
D750_3_25 trilnorm MD-Cat rep087 0.7268611381338462
D750_3_25 trilnormvex wLogDate rep087 0.7325900705878527
D750_3_25 trilnormvex MD-Cat rep087 1.027038123476987
D750_3_25 trilnormcave wLogDate rep087 0.36530877019017755
D750_3_25 trilnormcave MD-Cat rep087 0.4656826391146136
D750_3_25 quartlnorm wLogDate rep088 1.1580244392253025
D750_3_25 quartlnorm MD-Cat rep088 0.8910921957090727
D750_3_25 trilnorm wLogDate rep088 0.5359746012868053
D750_3_25 trilnorm MD-Cat rep088 0.6637883781457704
D750_3_25 trilnormvex wLogDate rep088 0.6302292864595217
D750_3_25 trilnormvex MD-Cat rep088 0.9058231821226725
D750_3_25 trilnormcave wLogDate rep088 0.5095679205401258
D750_3_25 trilnormcave MD-Cat rep088 0.6446016231896323
D750_3_25 quartlnorm wLogDate rep089 0.7965326483747982
D750_3_25 quartlnorm MD-Cat rep089 1.0610897207107859
D750_3_25 trilnorm wLogDate rep089 0.4796091222321478
D750_3_25 trilnorm MD-Cat rep089 0.603740919481163
D750_3_25 trilnormvex wLogDate rep089 0.9194845485220106
D750_3_25 trilnormvex MD-Cat rep089 1.1465347339669227
D750_3_25 trilnormcave wLogDate rep089 0.39127181005998585
D750_3_25 trilnormcave MD-Cat rep089 0.5243292612891041
D750_3_25 quartlnorm wLogDate rep090 1.3085795207455244
D750_3_25 quartlnorm MD-Cat rep090 1.3013651265584374
D750_3_25 trilnorm wLogDate rep090 0.6559769892828257
D750_3_25 trilnorm MD-Cat rep090 0.9060704043086879
D750_3_25 trilnormvex wLogDate rep090 0.8939201613036752
D750_3_25 trilnormvex MD-Cat rep090 0.9657786516835748
D750_3_25 trilnormcave wLogDate rep090 0.43162697540523726
D750_3_25 trilnormcave MD-Cat rep090 0.5523767166468484
D750_3_25 quartlnorm wLogDate rep091 0.9105142082023975
D750_3_25 quartlnorm MD-Cat rep091 1.2441043642421545
D750_3_25 trilnorm wLogDate rep091 0.672914435752699
D750_3_25 trilnorm MD-Cat rep091 0.8272414535525338
D750_3_25 trilnormvex wLogDate rep091 0.6201778643736812
D750_3_25 trilnormvex MD-Cat rep091 0.7707985981969394
D750_3_25 trilnormcave wLogDate rep091 0.40266934890748723
D750_3_25 trilnormcave MD-Cat rep091 0.5486454577461539
D750_3_25 quartlnorm wLogDate rep092 1.1578587277840158
D750_3_25 quartlnorm MD-Cat rep092 1.100164559112194
D750_3_25 trilnorm wLogDate rep092 0.7087897647938816
D750_3_25 trilnorm MD-Cat rep092 0.8712229725751504
D750_3_25 trilnormvex wLogDate rep092 0.6412924781385134
D750_3_25 trilnormvex MD-Cat rep092 0.7661244939519731
D750_3_25 trilnormcave wLogDate rep092 0.39070941360033407
D750_3_25 trilnormcave MD-Cat rep092 0.5034360613602906
D750_3_25 quartlnorm wLogDate rep093 0.7301544651376728
D750_3_25 quartlnorm MD-Cat rep093 1.0748149166964491
D750_3_25 trilnorm wLogDate rep093 0.6321155224524402
D750_3_25 trilnorm MD-Cat rep093 0.6625374976485067
D750_3_25 trilnormvex wLogDate rep093 0.6149689765952703
D750_3_25 trilnormvex MD-Cat rep093 0.7931483287106496
D750_3_25 trilnormcave wLogDate rep093 0.5002396730728274
D750_3_25 trilnormcave MD-Cat rep093 0.6324204348940127
D750_3_25 quartlnorm wLogDate rep094 0.8384174176239562
D750_3_25 quartlnorm MD-Cat rep094 1.14568793023271
D750_3_25 trilnorm wLogDate rep094 1.0690217264855126
D750_3_25 trilnorm MD-Cat rep094 0.9087941401993053
D750_3_25 trilnormvex wLogDate rep094 0.6068610020203107
D750_3_25 trilnormvex MD-Cat rep094 1.0201001874084352
D750_3_25 trilnormcave wLogDate rep094 0.5233072779057453
D750_3_25 trilnormcave MD-Cat rep094 0.6818534399357594
D750_3_25 quartlnorm wLogDate rep095 0.9057408840448942
D750_3_25 quartlnorm MD-Cat rep095 1.053442562190725
D750_3_25 trilnorm wLogDate rep095 0.565104492346297
D750_3_25 trilnorm MD-Cat rep095 0.8465577386858634
D750_3_25 trilnormvex wLogDate rep095 0.9326115898866074
D750_3_25 trilnormvex MD-Cat rep095 0.9903709379841683
D750_3_25 trilnormcave wLogDate rep095 0.4011651571035801
D750_3_25 trilnormcave MD-Cat rep095 0.5483256406409533
D750_3_25 quartlnorm wLogDate rep096 0.7388550689187072
D750_3_25 quartlnorm MD-Cat rep096 1.0479816790201462
D750_3_25 trilnorm wLogDate rep096 0.5807556276424366
D750_3_25 trilnorm MD-Cat rep096 0.6701406468623056
D750_3_25 trilnormvex wLogDate rep096 0.8297692527458255
D750_3_25 trilnormvex MD-Cat rep096 0.9801085661303468
D750_3_25 trilnormcave wLogDate rep096 0.49673909985866693
D750_3_25 trilnormcave MD-Cat rep096 0.5579110012869802
D750_3_25 quartlnorm wLogDate rep097 1.5375801060461742
D750_3_25 quartlnorm MD-Cat rep097 1.0466904855200667
D750_3_25 trilnorm wLogDate rep097 0.47660654401399816
D750_3_25 trilnorm MD-Cat rep097 0.588763409926757
D750_3_25 trilnormvex wLogDate rep097 0.6609487571979892
D750_3_25 trilnormvex MD-Cat rep097 0.8832200478380279
D750_3_25 trilnormcave wLogDate rep097 0.4260988690899851
D750_3_25 trilnormcave MD-Cat rep097 0.5264947756753064
D750_3_25 quartlnorm wLogDate rep098 0.7281652395742301
D750_3_25 quartlnorm MD-Cat rep098 0.9821661878902849
D750_3_25 trilnorm wLogDate rep098 1.0133693417596867
D750_3_25 trilnorm MD-Cat rep098 0.6170571294084197
D750_3_25 trilnormvex wLogDate rep098 0.6231271495758264
D750_3_25 trilnormvex MD-Cat rep098 0.8992636281879263
D750_3_25 trilnormcave wLogDate rep098 0.5607168691116426
D750_3_25 trilnormcave MD-Cat rep098 0.5230135938448671
D750_3_25 quartlnorm wLogDate rep099 1.0922477856895145
D750_3_25 quartlnorm MD-Cat rep099 1.207802648555438
D750_3_25 trilnorm wLogDate rep099 0.5059508419430854
D750_3_25 trilnorm MD-Cat rep099 0.735332783120611
D750_3_25 trilnormvex wLogDate rep099 0.6499184622360015
D750_3_25 trilnormvex MD-Cat rep099 0.9582777180602812
D750_3_25 trilnormcave wLogDate rep099 0.4675305644577939
D750_3_25 trilnormcave MD-Cat rep099 0.6112221817435693
D750_3_25 quartlnorm wLogDate rep100 0.7595544029599615
D750_3_25 quartlnorm MD-Cat rep100 0.8754563483418488
D750_3_25 trilnorm wLogDate rep100 0.6530521705971841
D750_3_25 trilnorm MD-Cat rep100 0.7431170860240505
D750_3_25 trilnormvex wLogDate rep100 0.8091198935078892
D750_3_25 trilnormvex MD-Cat rep100 0.8426661568114804
D750_3_25 trilnormcave wLogDate rep100 0.42124539976251346
D750_3_25 trilnormcave MD-Cat rep100 0.4975720298749418
D995_11_10 quartlnorm wLogDate rep001 1.25379024798788
D995_11_10 quartlnorm MD-Cat rep001 0.9724931841417614
D995_11_10 trilnorm wLogDate rep001 1.0932961077662935
D995_11_10 trilnorm MD-Cat rep001 0.7519563444689804
D995_11_10 trilnormvex wLogDate rep001 1.609636657870079
D995_11_10 trilnormvex MD-Cat rep001 0.8235633487513206
D995_11_10 trilnormcave wLogDate rep001 1.1572691746091834
D995_11_10 trilnormcave MD-Cat rep001 0.6670062176432977
D995_11_10 quartlnorm wLogDate rep002 1.69303659235455
D995_11_10 quartlnorm MD-Cat rep002 1.072284104107538
D995_11_10 trilnorm wLogDate rep002 0.9036775935378595
D995_11_10 trilnorm MD-Cat rep002 0.8290475191589485
D995_11_10 trilnormvex wLogDate rep002 1.358785711947177
D995_11_10 trilnormvex MD-Cat rep002 0.8288649147578001
D995_11_10 trilnormcave wLogDate rep002 0.7033492283353088
D995_11_10 trilnormcave MD-Cat rep002 0.5536161767894507
D995_11_10 quartlnorm wLogDate rep003 1.1747178234480786
D995_11_10 quartlnorm MD-Cat rep003 0.9420113543924672
D995_11_10 trilnorm wLogDate rep003 1.2408251639883094
D995_11_10 trilnorm MD-Cat rep003 0.8650138969690055
D995_11_10 trilnormvex wLogDate rep003 1.3141278067692963
D995_11_10 trilnormvex MD-Cat rep003 0.8551340219756517
D995_11_10 trilnormcave wLogDate rep003 0.6941330049244809
D995_11_10 trilnormcave MD-Cat rep003 0.5664083630213732
D995_11_10 quartlnorm wLogDate rep004 1.4660455849026033
D995_11_10 quartlnorm MD-Cat rep004 0.9688082586309207
D995_11_10 trilnorm wLogDate rep004 0.9601895367602121
D995_11_10 trilnorm MD-Cat rep004 0.7822218868743765
D995_11_10 trilnormvex wLogDate rep004 1.4655206287698024
D995_11_10 trilnormvex MD-Cat rep004 0.7530740835772665
D995_11_10 trilnormcave wLogDate rep004 1.0483168611257168
D995_11_10 trilnormcave MD-Cat rep004 0.5564668467008727
D995_11_10 quartlnorm wLogDate rep005 1.7112475120881254
D995_11_10 quartlnorm MD-Cat rep005 1.04350919186699
D995_11_10 trilnorm wLogDate rep005 0.9484133114585499
D995_11_10 trilnorm MD-Cat rep005 0.75426757190009
D995_11_10 trilnormvex wLogDate rep005 1.6926775731814532
D995_11_10 trilnormvex MD-Cat rep005 0.8589368060129945
D995_11_10 trilnormcave wLogDate rep005 0.9959447422734315
D995_11_10 trilnormcave MD-Cat rep005 0.47009391760315583
D995_11_10 quartlnorm wLogDate rep006 1.5710765888958258
D995_11_10 quartlnorm MD-Cat rep006 1.022127752620845
D995_11_10 trilnorm wLogDate rep006 1.1120620751665224
D995_11_10 trilnorm MD-Cat rep006 0.7607533769080748
D995_11_10 trilnormvex wLogDate rep006 1.3201706342880724
D995_11_10 trilnormvex MD-Cat rep006 0.8411926961561946
D995_11_10 trilnormcave wLogDate rep006 0.7270656035238565
D995_11_10 trilnormcave MD-Cat rep006 0.6089843739786829
D995_11_10 quartlnorm wLogDate rep007 1.2568279622947733
D995_11_10 quartlnorm MD-Cat rep007 0.9823610824247023
D995_11_10 trilnorm wLogDate rep007 1.217463260300959
D995_11_10 trilnorm MD-Cat rep007 0.7129665592536258
D995_11_10 trilnormvex wLogDate rep007 0.9796477003660866
D995_11_10 trilnormvex MD-Cat rep007 0.7818513644354766
D995_11_10 trilnormcave wLogDate rep007 0.6661810184473427
D995_11_10 trilnormcave MD-Cat rep007 0.5477642871394932
D995_11_10 quartlnorm wLogDate rep008 2.0448906601180097
D995_11_10 quartlnorm MD-Cat rep008 1.206687683699371
D995_11_10 trilnorm wLogDate rep008 1.0152317862140314
D995_11_10 trilnorm MD-Cat rep008 0.6556597992617951
D995_11_10 trilnormvex wLogDate rep008 1.2474861203783312
D995_11_10 trilnormvex MD-Cat rep008 0.8097904977296905
D995_11_10 trilnormcave wLogDate rep008 0.9995566867207945
D995_11_10 trilnormcave MD-Cat rep008 0.5765169869661674
D995_11_10 quartlnorm wLogDate rep009 1.3738014021519338
D995_11_10 quartlnorm MD-Cat rep009 1.2261555537776359
D995_11_10 trilnorm wLogDate rep009 0.9982057122314412
D995_11_10 trilnorm MD-Cat rep009 0.7406588209823342
D995_11_10 trilnormvex wLogDate rep009 1.9386305636237922
D995_11_10 trilnormvex MD-Cat rep009 0.8066403653265173
D995_11_10 trilnormcave wLogDate rep009 0.8172924772442849
D995_11_10 trilnormcave MD-Cat rep009 0.5442574243970647
D995_11_10 quartlnorm wLogDate rep010 1.3529947223487622
D995_11_10 quartlnorm MD-Cat rep010 0.9326821142368242
D995_11_10 trilnorm wLogDate rep010 1.18656471192032
D995_11_10 trilnorm MD-Cat rep010 0.8932409998016685
D995_11_10 trilnormvex wLogDate rep010 0.9124352001257697
D995_11_10 trilnormvex MD-Cat rep010 0.7660572125612143
D995_11_10 trilnormcave wLogDate rep010 0.7386886771221832
D995_11_10 trilnormcave MD-Cat rep010 0.5537685517572123
D995_11_10 quartlnorm wLogDate rep011 1.7121492193839534
D995_11_10 quartlnorm MD-Cat rep011 1.0750835633359266
D995_11_10 trilnorm wLogDate rep011 1.0627311716474057
D995_11_10 trilnorm MD-Cat rep011 0.7708632641029223
D995_11_10 trilnormvex wLogDate rep011 1.4931840088559298
D995_11_10 trilnormvex MD-Cat rep011 0.7573250503563602
D995_11_10 trilnormcave wLogDate rep011 0.892184028839489
D995_11_10 trilnormcave MD-Cat rep011 0.5201244660234849
D995_11_10 quartlnorm wLogDate rep012 1.6500370729651375
D995_11_10 quartlnorm MD-Cat rep012 1.1020268538367883
D995_11_10 trilnorm wLogDate rep012 1.0706395099853494
D995_11_10 trilnorm MD-Cat rep012 0.7701263214066719
D995_11_10 trilnormvex wLogDate rep012 0.9035461685828777
D995_11_10 trilnormvex MD-Cat rep012 0.7089205206216086
D995_11_10 trilnormcave wLogDate rep012 0.49008545463135067
D995_11_10 trilnormcave MD-Cat rep012 0.5302589794540274
D995_11_10 quartlnorm wLogDate rep013 1.3385802825893252
D995_11_10 quartlnorm MD-Cat rep013 1.1542517076615353
D995_11_10 trilnorm wLogDate rep013 1.1548640042120863
D995_11_10 trilnorm MD-Cat rep013 0.6856970040448253
D995_11_10 trilnormvex wLogDate rep013 1.2690336095445534
D995_11_10 trilnormvex MD-Cat rep013 0.8349656815828665
D995_11_10 trilnormcave wLogDate rep013 0.6633035167595872
D995_11_10 trilnormcave MD-Cat rep013 0.5492690592867181
D995_11_10 quartlnorm wLogDate rep014 1.449122340216546
D995_11_10 quartlnorm MD-Cat rep014 1.0165634245175001
D995_11_10 trilnorm wLogDate rep014 1.1207432582380126
D995_11_10 trilnorm MD-Cat rep014 0.6991405778057265
D995_11_10 trilnormvex wLogDate rep014 1.5016405832022428
D995_11_10 trilnormvex MD-Cat rep014 0.8055556019075817
D995_11_10 trilnormcave wLogDate rep014 1.152891162120029
D995_11_10 trilnormcave MD-Cat rep014 0.6225297714915528
D995_11_10 quartlnorm wLogDate rep015 1.4960732968078183
D995_11_10 quartlnorm MD-Cat rep015 1.1135267725462978
D995_11_10 trilnorm wLogDate rep015 1.1582965663394862
D995_11_10 trilnorm MD-Cat rep015 0.7060055863874742
D995_11_10 trilnormvex wLogDate rep015 0.8316946384020747
D995_11_10 trilnormvex MD-Cat rep015 0.7994760664956241
D995_11_10 trilnormcave wLogDate rep015 0.7031820981945877
D995_11_10 trilnormcave MD-Cat rep015 0.4998300623656987
D995_11_10 quartlnorm wLogDate rep016 1.4568766866903724
D995_11_10 quartlnorm MD-Cat rep016 1.0695955310147696
D995_11_10 trilnorm wLogDate rep016 0.9981637898859188
D995_11_10 trilnorm MD-Cat rep016 0.6905701233399757
D995_11_10 trilnormvex wLogDate rep016 1.19079195362487
D995_11_10 trilnormvex MD-Cat rep016 0.8650702596851954
D995_11_10 trilnormcave wLogDate rep016 0.6708069254094188
D995_11_10 trilnormcave MD-Cat rep016 0.6363297818149253
D995_11_10 quartlnorm wLogDate rep017 1.665353042024648
D995_11_10 quartlnorm MD-Cat rep017 1.0534110231367586
D995_11_10 trilnorm wLogDate rep017 1.5483175056409166
D995_11_10 trilnorm MD-Cat rep017 0.7467367118020101
D995_11_10 trilnormvex wLogDate rep017 1.422257822237886
D995_11_10 trilnormvex MD-Cat rep017 0.9380658177478359
D995_11_10 trilnormcave wLogDate rep017 0.755381819960905
D995_11_10 trilnormcave MD-Cat rep017 0.6013021761155153
D995_11_10 quartlnorm wLogDate rep018 1.5073099640093255
D995_11_10 quartlnorm MD-Cat rep018 0.8519248037065283
D995_11_10 trilnorm wLogDate rep018 0.9463968876814327
D995_11_10 trilnorm MD-Cat rep018 0.7083417294349499
D995_11_10 trilnormvex wLogDate rep018 0.7750870026364864
D995_11_10 trilnormvex MD-Cat rep018 0.739625319635585
D995_11_10 trilnormcave wLogDate rep018 0.9385039617870764
D995_11_10 trilnormcave MD-Cat rep018 0.5701821515638067
D995_11_10 quartlnorm wLogDate rep019 1.5248109911118368
D995_11_10 quartlnorm MD-Cat rep019 1.0309123459392107
D995_11_10 trilnorm wLogDate rep019 0.8514536912775104
D995_11_10 trilnorm MD-Cat rep019 0.7829564678702555
D995_11_10 trilnormvex wLogDate rep019 1.4214536192207439
D995_11_10 trilnormvex MD-Cat rep019 0.8156274127110306
D995_11_10 trilnormcave wLogDate rep019 0.7056325757173746
D995_11_10 trilnormcave MD-Cat rep019 0.6364986635755616
D995_11_10 quartlnorm wLogDate rep020 1.6726875649932467
D995_11_10 quartlnorm MD-Cat rep020 1.069634795886433
D995_11_10 trilnorm wLogDate rep020 0.5784883217890129
D995_11_10 trilnorm MD-Cat rep020 0.7212413531113271
D995_11_10 trilnormvex wLogDate rep020 1.1266509510017726
D995_11_10 trilnormvex MD-Cat rep020 0.8038070571112619
D995_11_10 trilnormcave wLogDate rep020 1.0250316692089467
D995_11_10 trilnormcave MD-Cat rep020 0.5271068344397938
D995_11_10 quartlnorm wLogDate rep021 1.2346369152476604
D995_11_10 quartlnorm MD-Cat rep021 1.0481116034511049
D995_11_10 trilnorm wLogDate rep021 0.9510894095903607
D995_11_10 trilnorm MD-Cat rep021 0.7125260279162843
D995_11_10 trilnormvex wLogDate rep021 0.7963417586163332
D995_11_10 trilnormvex MD-Cat rep021 0.8454097060614328
D995_11_10 trilnormcave wLogDate rep021 0.8366626757053097
D995_11_10 trilnormcave MD-Cat rep021 0.5838227287466374
D995_11_10 quartlnorm wLogDate rep022 1.5502349802232933
D995_11_10 quartlnorm MD-Cat rep022 1.0507944453356532
D995_11_10 trilnorm wLogDate rep022 0.954022213484653
D995_11_10 trilnorm MD-Cat rep022 0.7243973839984627
D995_11_10 trilnormvex wLogDate rep022 1.2612199585298323
D995_11_10 trilnormvex MD-Cat rep022 0.7212930514265226
D995_11_10 trilnormcave wLogDate rep022 0.42162577221446496
D995_11_10 trilnormcave MD-Cat rep022 0.4580506085740541
D995_11_10 quartlnorm wLogDate rep023 2.034897736598308
D995_11_10 quartlnorm MD-Cat rep023 1.0547012159845202
D995_11_10 trilnorm wLogDate rep023 1.1709871445546993
D995_11_10 trilnorm MD-Cat rep023 0.7750745313458861
D995_11_10 trilnormvex wLogDate rep023 1.267970484477129
D995_11_10 trilnormvex MD-Cat rep023 0.8251390437036774
D995_11_10 trilnormcave wLogDate rep023 0.5509381376463323
D995_11_10 trilnormcave MD-Cat rep023 0.6708424259053881
D995_11_10 quartlnorm wLogDate rep024 2.1914868711617803
D995_11_10 quartlnorm MD-Cat rep024 1.1366302752365371
D995_11_10 trilnorm wLogDate rep024 0.9667985017928736
D995_11_10 trilnorm MD-Cat rep024 0.7219107210934451
D995_11_10 trilnormvex wLogDate rep024 1.1169729638967052
D995_11_10 trilnormvex MD-Cat rep024 0.8161152196225054
D995_11_10 trilnormcave wLogDate rep024 0.9996351705715689
D995_11_10 trilnormcave MD-Cat rep024 0.6206661420309265
D995_11_10 quartlnorm wLogDate rep025 1.7772536849067726
D995_11_10 quartlnorm MD-Cat rep025 1.2033755266906305
D995_11_10 trilnorm wLogDate rep025 1.0648712403214682
D995_11_10 trilnorm MD-Cat rep025 0.7886733811900982
D995_11_10 trilnormvex wLogDate rep025 1.7981736192414768
D995_11_10 trilnormvex MD-Cat rep025 0.7791252926392126
D995_11_10 trilnormcave wLogDate rep025 1.1039510203212604
D995_11_10 trilnormcave MD-Cat rep025 0.5040686439733474
D995_11_10 quartlnorm wLogDate rep026 1.5577209842920092
D995_11_10 quartlnorm MD-Cat rep026 1.0189569881012814
D995_11_10 trilnorm wLogDate rep026 0.9672642649762929
D995_11_10 trilnorm MD-Cat rep026 0.67793652067971
D995_11_10 trilnormvex wLogDate rep026 1.3844509831737741
D995_11_10 trilnormvex MD-Cat rep026 0.8256645802644
D995_11_10 trilnormcave wLogDate rep026 0.820074104640558
D995_11_10 trilnormcave MD-Cat rep026 0.5710060817364164
D995_11_10 quartlnorm wLogDate rep027 1.69491976617401
D995_11_10 quartlnorm MD-Cat rep027 1.0360691298760385
D995_11_10 trilnorm wLogDate rep027 1.1975747650968347
D995_11_10 trilnorm MD-Cat rep027 0.7548147929886626
D995_11_10 trilnormvex wLogDate rep027 0.9305851520906462
D995_11_10 trilnormvex MD-Cat rep027 0.7878258072205451
D995_11_10 trilnormcave wLogDate rep027 0.7303346672715901
D995_11_10 trilnormcave MD-Cat rep027 0.5708564279765299
D995_11_10 quartlnorm wLogDate rep028 1.6956760418044172
D995_11_10 quartlnorm MD-Cat rep028 0.9500954345576729
D995_11_10 trilnorm wLogDate rep028 1.4094242373689925
D995_11_10 trilnorm MD-Cat rep028 0.810670070327893
D995_11_10 trilnormvex wLogDate rep028 1.1331864876466287
D995_11_10 trilnormvex MD-Cat rep028 0.7856149486381205
D995_11_10 trilnormcave wLogDate rep028 1.0649685562357343
D995_11_10 trilnormcave MD-Cat rep028 0.6142863487484406
D995_11_10 quartlnorm wLogDate rep029 1.8054831615142355
D995_11_10 quartlnorm MD-Cat rep029 0.9807284308612769
D995_11_10 trilnorm wLogDate rep029 0.7726310918501789
D995_11_10 trilnorm MD-Cat rep029 0.7163247550128167
D995_11_10 trilnormvex wLogDate rep029 1.1495851123639134
D995_11_10 trilnormvex MD-Cat rep029 0.8547117613656623
D995_11_10 trilnormcave wLogDate rep029 0.9244048493972014
D995_11_10 trilnormcave MD-Cat rep029 0.602108108836697
D995_11_10 quartlnorm wLogDate rep030 1.767307405124327
D995_11_10 quartlnorm MD-Cat rep030 1.001201706743145
D995_11_10 trilnorm wLogDate rep030 1.2741972512224793
D995_11_10 trilnorm MD-Cat rep030 0.6761867306068563
D995_11_10 trilnormvex wLogDate rep030 0.8413102905535218
D995_11_10 trilnormvex MD-Cat rep030 0.8293143541407495
D995_11_10 trilnormcave wLogDate rep030 1.1060571596121886
D995_11_10 trilnormcave MD-Cat rep030 0.5770363721272561
D995_11_10 quartlnorm wLogDate rep031 1.4419225864429441
D995_11_10 quartlnorm MD-Cat rep031 1.000504455890102
D995_11_10 trilnorm wLogDate rep031 1.5431336948910324
D995_11_10 trilnorm MD-Cat rep031 0.7483800411065384
D995_11_10 trilnormvex wLogDate rep031 1.0634037619210697
D995_11_10 trilnormvex MD-Cat rep031 0.8247628685299687
D995_11_10 trilnormcave wLogDate rep031 0.7164999508386627
D995_11_10 trilnormcave MD-Cat rep031 0.6412768905439185
D995_11_10 quartlnorm wLogDate rep032 1.8101362308289655
D995_11_10 quartlnorm MD-Cat rep032 0.9080393471931787
D995_11_10 trilnorm wLogDate rep032 1.3712121310943028
D995_11_10 trilnorm MD-Cat rep032 0.7090289689972908
D995_11_10 trilnormvex wLogDate rep032 1.6592234890910296
D995_11_10 trilnormvex MD-Cat rep032 0.7458525727925625
D995_11_10 trilnormcave wLogDate rep032 1.0098555620771343
D995_11_10 trilnormcave MD-Cat rep032 0.6017343397871332
D995_11_10 quartlnorm wLogDate rep033 1.6917435042576507
D995_11_10 quartlnorm MD-Cat rep033 0.9626454788148552
D995_11_10 trilnorm wLogDate rep033 1.191226813349335
D995_11_10 trilnorm MD-Cat rep033 0.7072270017162666
D995_11_10 trilnormvex wLogDate rep033 1.1632245628963587
D995_11_10 trilnormvex MD-Cat rep033 0.7741358423491338
D995_11_10 trilnormcave wLogDate rep033 0.7114945855908922
D995_11_10 trilnormcave MD-Cat rep033 0.4895071108224824
D995_11_10 quartlnorm wLogDate rep034 1.5405557532094025
