treeModel rep clockModel k_input k_uniq
D995_3_25 rep009 trilnormvex 5 2
D995_3_25 rep009 trilnormvex 75 4
D995_3_25 rep010 trilnormcave 100 5
D995_3_25 rep010 trilnormcave 10 3
D995_3_25 rep010 trilnormcave 148 4
D995_3_25 rep010 trilnormcave 1 1
D995_3_25 rep010 trilnormcave 25 4
D995_3_25 rep010 trilnormcave 2 2
D995_3_25 rep010 trilnormcave 3 3
D995_3_25 rep010 trilnormcave 50 4
D995_3_25 rep010 trilnormcave 5 3
D995_3_25 rep010 trilnorm 100 4
D995_3_25 rep010 trilnorm 10 3
D995_3_25 rep010 trilnorm 148 4
D995_3_25 rep010 trilnorm 1 1
D995_3_25 rep010 trilnorm 25 3
D995_3_25 rep010 trilnorm 2 2
D995_3_25 rep010 trilnorm 3 3
D995_3_25 rep010 trilnorm 50 4
D995_3_25 rep010 trilnorm 5 3
D995_3_25 rep010 trilnormvex 100 4
D995_3_25 rep010 trilnormvex 10 4
D995_3_25 rep010 trilnormvex 148 4
D995_3_25 rep010 trilnormvex 1 1
D995_3_25 rep010 trilnormvex 25 5
D995_3_25 rep010 trilnormvex 2 2
D995_3_25 rep010 trilnormvex 3 3
D995_3_25 rep010 trilnormvex 50 6
D995_3_25 rep010 trilnormvex 5 3
D995_3_25 rep010 trilnormvex 75 3
D995_3_25 rep011 trilnormcave 100 3
D995_3_25 rep011 trilnormcave 10 3
D995_3_25 rep011 trilnormcave 148 3
D995_3_25 rep011 trilnormcave 1 1
D995_3_25 rep011 trilnormcave 25 3
D995_3_25 rep011 trilnormcave 2 2
D995_3_25 rep011 trilnormcave 3 3
D995_3_25 rep011 trilnormcave 50 3
D995_3_25 rep011 trilnormcave 5 3
D995_3_25 rep011 trilnorm 100 4
D995_3_25 rep011 trilnorm 10 3
D995_3_25 rep011 trilnorm 148 5
D995_3_25 rep011 trilnorm 1 1
D995_3_25 rep011 trilnorm 25 3
D995_3_25 rep011 trilnorm 2 2
D995_3_25 rep011 trilnorm 3 3
D995_3_25 rep011 trilnorm 50 3
D995_3_25 rep011 trilnorm 5 3
D995_3_25 rep011 trilnormvex 100 4
D995_3_25 rep011 trilnormvex 10 3
D995_3_25 rep011 trilnormvex 148 5
D995_3_25 rep011 trilnormvex 1 1
D995_3_25 rep011 trilnormvex 25 4
D995_3_25 rep011 trilnormvex 2 2
D995_3_25 rep011 trilnormvex 3 2
D995_3_25 rep011 trilnormvex 50 4
D995_3_25 rep011 trilnormvex 5 2
D995_3_25 rep011 trilnormvex 75 2
D995_3_25 rep012 trilnormcave 100 4
D995_3_25 rep012 trilnormcave 10 3
D995_3_25 rep012 trilnormcave 148 4
D995_3_25 rep012 trilnormcave 1 1
D995_3_25 rep012 trilnormcave 25 3
D995_3_25 rep012 trilnormcave 2 2
D995_3_25 rep012 trilnormcave 3 3
D995_3_25 rep012 trilnormcave 50 4
D995_3_25 rep012 trilnormcave 5 3
D995_3_25 rep012 trilnorm 100 4
D995_3_25 rep012 trilnorm 10 3
D995_3_25 rep012 trilnorm 148 3
D995_3_25 rep012 trilnorm 1 1
D995_3_25 rep012 trilnorm 25 3
D995_3_25 rep012 trilnorm 2 2
D995_3_25 rep012 trilnorm 3 3
D995_3_25 rep012 trilnorm 50 4
D995_3_25 rep012 trilnorm 5 3
D995_3_25 rep012 trilnormvex 100 4
D995_3_25 rep012 trilnormvex 10 3
D995_3_25 rep012 trilnormvex 148 5
D995_3_25 rep012 trilnormvex 1 1
D995_3_25 rep012 trilnormvex 25 5
D995_3_25 rep012 trilnormvex 2 2
D995_3_25 rep012 trilnormvex 3 3
D995_3_25 rep012 trilnormvex 50 5
D995_3_25 rep012 trilnormvex 5 3
D995_3_25 rep012 trilnormvex 75 6
D995_3_25 rep013 trilnormcave 100 4
D995_3_25 rep013 trilnormcave 10 3
D995_3_25 rep013 trilnormcave 148 3
D995_3_25 rep013 trilnormcave 1 1
D995_3_25 rep013 trilnormcave 25 3
D995_3_25 rep013 trilnormcave 2 2
D995_3_25 rep013 trilnormcave 3 3
D995_3_25 rep013 trilnormcave 50 3
D995_3_25 rep013 trilnormcave 5 3
D995_3_25 rep013 trilnorm 100 3
D995_3_25 rep013 trilnorm 10 3
D995_3_25 rep013 trilnorm 148 4
D995_3_25 rep013 trilnorm 1 1
D995_3_25 rep013 trilnorm 25 3
D995_3_25 rep013 trilnorm 2 2
D995_3_25 rep013 trilnorm 3 3
D995_3_25 rep013 trilnorm 50 3
D995_3_25 rep013 trilnorm 5 3
D995_3_25 rep013 trilnormvex 100 4
D995_3_25 rep013 trilnormvex 10 4
D995_3_25 rep013 trilnormvex 148 4
D995_3_25 rep013 trilnormvex 1 1
D995_3_25 rep013 trilnormvex 25 4
D995_3_25 rep013 trilnormvex 2 2
D995_3_25 rep013 trilnormvex 3 3
D995_3_25 rep013 trilnormvex 50 5
D995_3_25 rep013 trilnormvex 5 3
D995_3_25 rep013 trilnormvex 75 5
D995_3_25 rep014 trilnormcave 100 5
D995_3_25 rep014 trilnormcave 10 3
D995_3_25 rep014 trilnormcave 148 6
D995_3_25 rep014 trilnormcave 1 1
D995_3_25 rep014 trilnormcave 25 3
D995_3_25 rep014 trilnormcave 2 2
D995_3_25 rep014 trilnormcave 3 3
D995_3_25 rep014 trilnormcave 50 5
D995_3_25 rep014 trilnormcave 5 3
D995_3_25 rep014 trilnorm 100 4
D995_3_25 rep014 trilnorm 10 3
D995_3_25 rep014 trilnorm 148 4
D995_3_25 rep014 trilnorm 1 1
D995_3_25 rep014 trilnorm 25 4
D995_3_25 rep014 trilnorm 2 2
D995_3_25 rep014 trilnorm 3 3
D995_3_25 rep014 trilnorm 50 4
D995_3_25 rep014 trilnorm 5 3
D995_3_25 rep014 trilnormvex 100 3
D995_3_25 rep014 trilnormvex 10 3
D995_3_25 rep014 trilnormvex 148 3
D995_3_25 rep014 trilnormvex 1 1
D995_3_25 rep014 trilnormvex 25 3
D995_3_25 rep014 trilnormvex 2 2
D995_3_25 rep014 trilnormvex 3 3
D995_3_25 rep014 trilnormvex 50 3
D995_3_25 rep014 trilnormvex 5 3
D995_3_25 rep014 trilnormvex 75 3
D995_3_25 rep015 trilnormcave 100 6
D995_3_25 rep015 trilnormcave 10 4
D995_3_25 rep015 trilnormcave 148 6
D995_3_25 rep015 trilnormcave 1 1
D995_3_25 rep015 trilnormcave 25 6
D995_3_25 rep015 trilnormcave 2 2
D995_3_25 rep015 trilnormcave 3 3
D995_3_25 rep015 trilnormcave 50 6
D995_3_25 rep015 trilnormcave 5 3
D995_3_25 rep015 trilnorm 100 4
D995_3_25 rep015 trilnorm 10 3
D995_3_25 rep015 trilnorm 148 6
D995_3_25 rep015 trilnorm 1 1
D995_3_25 rep015 trilnorm 25 4
D995_3_25 rep015 trilnorm 2 2
D995_3_25 rep015 trilnorm 3 3
D995_3_25 rep015 trilnorm 50 4
D995_3_25 rep015 trilnorm 5 4
D995_3_25 rep015 trilnormvex 100 3
D995_3_25 rep015 trilnormvex 10 3
D995_3_25 rep015 trilnormvex 148 3
D995_3_25 rep015 trilnormvex 1 1
D995_3_25 rep015 trilnormvex 25 3
D995_3_25 rep015 trilnormvex 2 2
D995_3_25 rep015 trilnormvex 3 3
D995_3_25 rep015 trilnormvex 50 3
D995_3_25 rep015 trilnormvex 5 3
D995_3_25 rep015 trilnormvex 75 3
D995_3_25 rep016 trilnormcave 100 5
D995_3_25 rep016 trilnormcave 10 3
D995_3_25 rep016 trilnormcave 148 4
D995_3_25 rep016 trilnormcave 1 1
D995_3_25 rep016 trilnormcave 25 5
D995_3_25 rep016 trilnormcave 2 2
D995_3_25 rep016 trilnormcave 3 3
D995_3_25 rep016 trilnormcave 50 4
D995_3_25 rep016 trilnormcave 5 3
D995_3_25 rep016 trilnorm 100 3
D995_3_25 rep016 trilnorm 10 3
D995_3_25 rep016 trilnorm 148 3
D995_3_25 rep016 trilnorm 1 1
D995_3_25 rep016 trilnorm 25 3
D995_3_25 rep016 trilnorm 2 2
D995_3_25 rep016 trilnorm 3 3
D995_3_25 rep016 trilnorm 50 3
D995_3_25 rep016 trilnorm 5 3
D995_3_25 rep016 trilnormvex 100 11
D995_3_25 rep016 trilnormvex 10 4
D995_3_25 rep016 trilnormvex 148 7
D995_3_25 rep016 trilnormvex 1 1
D995_3_25 rep016 trilnormvex 25 6
D995_3_25 rep016 trilnormvex 2 2
D995_3_25 rep016 trilnormvex 3 3
D995_3_25 rep016 trilnormvex 50 7
D995_3_25 rep016 trilnormvex 5 3
D995_3_25 rep016 trilnormvex 75 6
D995_3_25 rep017 trilnormcave 100 4
D995_3_25 rep017 trilnormcave 10 4
D995_3_25 rep017 trilnormcave 148 4
D995_3_25 rep017 trilnormcave 1 1
D995_3_25 rep017 trilnormcave 25 4
D995_3_25 rep017 trilnormcave 2 2
D995_3_25 rep017 trilnormcave 3 2
D995_3_25 rep017 trilnormcave 50 4
D995_3_25 rep017 trilnormcave 5 3
D995_3_25 rep017 trilnorm 100 6
D995_3_25 rep017 trilnorm 10 3
D995_3_25 rep017 trilnorm 148 3
D995_3_25 rep017 trilnorm 1 1
D995_3_25 rep017 trilnorm 25 4
D995_3_25 rep017 trilnorm 2 2
D995_3_25 rep017 trilnorm 3 3
D995_3_25 rep017 trilnorm 50 6
D995_3_25 rep017 trilnorm 5 3
D995_3_25 rep017 trilnormvex 100 4
D995_3_25 rep017 trilnormvex 10 3
D995_3_25 rep017 trilnormvex 148 4
D995_3_25 rep017 trilnormvex 1 1
D995_3_25 rep017 trilnormvex 25 4
D995_3_25 rep017 trilnormvex 2 2
D995_3_25 rep017 trilnormvex 3 3
D995_3_25 rep017 trilnormvex 50 4
D995_3_25 rep017 trilnormvex 5 3
D995_3_25 rep017 trilnormvex 75 4
D995_3_25 rep018 trilnormcave 100 4
D995_3_25 rep018 trilnormcave 10 3
D995_3_25 rep018 trilnormcave 148 4
D995_3_25 rep018 trilnormcave 1 1
D995_3_25 rep018 trilnormcave 25 4
D995_3_25 rep018 trilnormcave 2 2
D995_3_25 rep018 trilnormcave 3 3
D995_3_25 rep018 trilnormcave 50 4
D995_3_25 rep018 trilnormcave 5 3
D995_3_25 rep018 trilnorm 100 4
D995_3_25 rep018 trilnorm 10 3
D995_3_25 rep018 trilnorm 148 4
D995_3_25 rep018 trilnorm 1 1
D995_3_25 rep018 trilnorm 25 4
D995_3_25 rep018 trilnorm 2 2
D995_3_25 rep018 trilnorm 3 3
D995_3_25 rep018 trilnorm 50 4
D995_3_25 rep018 trilnorm 5 3
D995_3_25 rep018 trilnormvex 100 4
D995_3_25 rep018 trilnormvex 10 4
D995_3_25 rep018 trilnormvex 148 5
D995_3_25 rep018 trilnormvex 1 1
D995_3_25 rep018 trilnormvex 25 4
D995_3_25 rep018 trilnormvex 2 2
D995_3_25 rep018 trilnormvex 3 3
D995_3_25 rep018 trilnormvex 50 5
D995_3_25 rep018 trilnormvex 5 4
D995_3_25 rep018 trilnormvex 75 4
D995_3_25 rep019 trilnormcave 100 4
D995_3_25 rep019 trilnormcave 10 4
D995_3_25 rep019 trilnormcave 148 4
D995_3_25 rep019 trilnormcave 1 1
D995_3_25 rep019 trilnormcave 25 4
D995_3_25 rep019 trilnormcave 2 2
D995_3_25 rep019 trilnormcave 3 3
D995_3_25 rep019 trilnormcave 50 4
D995_3_25 rep019 trilnormcave 5 3
D995_3_25 rep019 trilnorm 100 8
D995_3_25 rep019 trilnorm 10 4
D995_3_25 rep019 trilnorm 148 9
D995_3_25 rep019 trilnorm 1 1
D995_3_25 rep019 trilnorm 25 4
D995_3_25 rep019 trilnorm 2 2
D995_3_25 rep019 trilnorm 3 3
D995_3_25 rep019 trilnorm 50 4
D995_3_25 rep019 trilnorm 5 4
D995_3_25 rep019 trilnormvex 100 5
D995_3_25 rep019 trilnormvex 10 4
D995_3_25 rep019 trilnormvex 148 5
D995_3_25 rep019 trilnormvex 1 1
D995_3_25 rep019 trilnormvex 25 6
D995_3_25 rep019 trilnormvex 2 2
D995_3_25 rep019 trilnormvex 3 3
D995_3_25 rep019 trilnormvex 50 5
D995_3_25 rep019 trilnormvex 5 4
D995_3_25 rep019 trilnormvex 75 6
D995_3_25 rep020 trilnormcave 100 4
D995_3_25 rep020 trilnormcave 10 4
D995_3_25 rep020 trilnormcave 148 4
D995_3_25 rep020 trilnormcave 1 1
D995_3_25 rep020 trilnormcave 25 4
D995_3_25 rep020 trilnormcave 2 2
D995_3_25 rep020 trilnormcave 3 3
D995_3_25 rep020 trilnormcave 50 4
D995_3_25 rep020 trilnormcave 5 3
D995_3_25 rep020 trilnorm 100 4
D995_3_25 rep020 trilnorm 10 4
D995_3_25 rep020 trilnorm 148 4
D995_3_25 rep020 trilnorm 1 1
D995_3_25 rep020 trilnorm 25 4
D995_3_25 rep020 trilnorm 2 2
D995_3_25 rep020 trilnorm 3 3
D995_3_25 rep020 trilnorm 50 4
D995_3_25 rep020 trilnorm 5 4
D995_3_25 rep020 trilnormvex 100 4
D995_3_25 rep020 trilnormvex 10 4
D995_3_25 rep020 trilnormvex 148 5
D995_3_25 rep020 trilnormvex 1 1
D995_3_25 rep020 trilnormvex 25 4
D995_3_25 rep020 trilnormvex 2 2
D995_3_25 rep020 trilnormvex 3 3
D995_3_25 rep020 trilnormvex 50 4
D995_3_25 rep020 trilnormvex 5 3
D995_3_25 rep020 trilnormvex 75 4
