treeModel rep clockModel nodeID trueTime estTime p0025 p0975
D750_11_10 rep001 trilnorm 000028 0.980301 1.4634 0.8011862151191704 3.5690452514510373
D750_11_10 rep001 trilnorm 000029 3.17173 2.2383 0.605251447346944 5.424047675654283
D750_11_10 rep001 trilnorm 000030 8.40137 9.5009 5.7168786467460855 15.70685018250385
D750_11_10 rep001 trilnorm 000031 6.85499 8.4414 7.373977476353545 11.656153614246692
D750_11_10 rep001 trilnorm 000032 2.9803 3.4634 2.5459367262709742 5.424337628267216
D750_11_10 rep001 trilnorm 000033 2.82401 3.7039 0.35993871886017675 5.482846366413966
D750_11_10 rep001 trilnorm 000034 10.005 11.3404 7.630788807276502 13.698739684069304
D750_11_10 rep001 trilnorm 000035 9.33347 10.8359 7.894246719251956 11.954630163528638
D750_11_10 rep001 trilnorm 000036 9.16906 9.3022 2.436101729979084 11.207812860017007
D750_11_10 rep001 trilnorm 000037 10.4321 13.2689 9.474574506112926 15.686591227691581 
D750_11_10 rep001 trilnorm 000038 7.56947 10.6849 6.735750812064623 12.037505351251314
D750_11_10 rep001 trilnorm 000039 9.93732 13.247 11.777531554244703 18.379890354019828
D750_11_10 rep001 trilnorm 000040 2.05893 2.5535 1.471120630083281 5.352368637146842 
D750_11_10 rep001 trilnorm 000041 9.92146 8.1714 6.946244513929866 12.846505359219428
D750_11_10 rep001 trilnorm 000042 5.77613 6.0621 4.610290748435894 7.830909018819822
D750_11_10 rep001 trilnorm 000043 9.13326 11.668 9.848949240980863 14.429673671178787 
D750_11_10 rep001 trilnorm 000044 1.98852 2.426 1.7053650738663735 4.804355495640041
D750_11_10 rep001 trilnorm 000045 4.92724 1.9961 0.7829205735393142 3.5629689753775873 
D750_11_10 rep001 trilnorm 000046 1.09887 1.4549 0.3748530335211763 3.9775577140010903 
D750_11_10 rep001 trilnorm 000047 11.5191 13.1976 12.382694654605958 19.226270141970296 
D750_11_10 rep001 trilnorm 000048 10.2174 11.313 7.6864755807078025 18.760662967693655
D750_11_10 rep001 trilnorm 000049 10.2174 11.313 7.734016341070578 18.541530259749763
D750_11_10 rep001 trilnorm 000050 2.59537 2.4685 1.147787175891362 4.150941241966008
D750_11_10 rep001 trilnorm 000051 0.214356 0.1133 0.001 0.877067622906404 
D750_11_10 rep001 trilnorm 000052 9.17173 8.2383 6.0447920535945965 10.78739080978555
D750_11_10 rep001 trilnorm 000053 13.6395 14.5198 10.74849389392487 16.81874837621861
D750_11_10 rep001 trilnorm 000054 10.6555 11.9822 5.701106853203885 17.230641773498387
D750_11_10 rep001 trilnorm 000055 14.2028 13.6802 10.504088607645551 16.70312941985802 
D750_11_10 rep001 trilnorm 000056 6.89467 7.0184 3.177783251042668 11.52442298300223 
D750_11_10 rep001 trilnorm 000057 14.4014 15.5009 12.426626565803906 17.138958122513568
D750_11_10 rep001 trilnorm 000058 12.3955 14.0546 10.17369835581703 14.450938266029135
D750_11_10 rep001 trilnorm 000059 7.40769 6.3218 3.8609515814057245 11.374244968726526
D750_11_10 rep001 trilnorm 000060 2.61955 1.2991 0.1934013142769173 4.097049635831417 
D750_11_10 rep001 trilnorm 000061 5.62175 0.7918 0.2607783268047319 2.358712845845043
D750_11_10 rep001 trilnorm 000062 4.19937 4.4521 2.506690870364405 9.78326260119804
D750_11_10 rep001 trilnorm 000063 5.34042 1.0718 0.34866400838592687 2.5542395686900177
D750_11_10 rep001 trilnorm 000064 3.41536 4.2707 2.427025211178086 5.896815485329907
D750_11_10 rep001 trilnorm 000065 7.59537 8.132 7.052603084094816 12.231361045427409
D750_11_10 rep001 trilnorm 000066 16.1766 17.7517 14.405192868937005 27.05487612699233
D750_11_10 rep001 trilnorm 000067 1.02657 2.2026 0.8173797207213197 4.348179040560077
D750_11_10 rep001 trilnorm 000068 3.25189 4.0562 2.6380485591961036 6.450059812694914 
D750_11_10 rep001 trilnorm 000069 7.59537 8.132 5.918861739473087 10.652736694132932
D750_11_10 rep001 trilnorm 000070 3.93242 5.7237 1.974944373059949 9.279149853730193
D750_11_10 rep001 trilnorm 000071 8.59535 8.4685 7.1129693576134025 17.391093894264504
D750_11_10 rep001 trilnorm 000072 17.3928 19.0195 16.374115889793234 21.83018599610322 
D750_11_10 rep001 trilnorm 000073 3.12694 1.0985 0.2826073400595734 2.4509144696533234 
D750_11_10 rep001 trilnorm 000074 0.224439 0.1262 0.001 0.8627212840590176
D750_11_10 rep001 trilnorm 000075 3.02657 4.2026 2.2153714573297227 5.766620874997098
D750_11_10 rep001 trilnorm 000076 11.8574 13.619 9.877325036393467 22.00155216263574 
