scenario rep method norm_rmse
scenario4 rep048 RelTime 0.116767
scenario4 rep048 MD-Cat 0.135841
scenario4 rep048 wLogDate 0.179458
scenario4 rep048 Blnorm 0.131355
scenario4 rep049 RelTime 0.102047
scenario4 rep049 MD-Cat 0.1234
scenario4 rep049 wLogDate 0.226611
scenario4 rep049 Blnorm 0.17206
scenario4 rep050 RelTime 0.101391
scenario4 rep050 MD-Cat 0.082895
scenario4 rep050 wLogDate 0.118692
scenario4 rep050 Blnorm 0.100536
scenario4 rep051 RelTime 0.152415
scenario4 rep051 MD-Cat 0.123272
scenario4 rep051 wLogDate 0.160914
scenario4 rep051 Blnorm 0.14826
scenario4 rep052 RelTime 0.134175
scenario4 rep052 MD-Cat 0.130454
scenario4 rep052 wLogDate 0.119464
scenario4 rep052 Blnorm 0.13488
scenario4 rep053 RelTime 0.112719
scenario4 rep053 MD-Cat 0.107766
scenario4 rep053 wLogDate 0.168336
scenario4 rep053 Blnorm 0.14243
scenario4 rep054 RelTime 0.101661
scenario4 rep054 MD-Cat 0.145897
scenario4 rep054 wLogDate 0.20895
scenario4 rep054 Blnorm 0.157936
scenario4 rep055 RelTime 0.109234
scenario4 rep055 MD-Cat 0.121979
scenario4 rep055 wLogDate 0.233329
scenario4 rep055 Blnorm 0.155026
scenario4 rep056 RelTime 0.08461
scenario4 rep056 MD-Cat 0.103904
scenario4 rep056 wLogDate 0.16834
scenario4 rep056 Blnorm 0.151295
scenario4 rep057 RelTime 0.115954
scenario4 rep057 MD-Cat 0.100445
scenario4 rep057 wLogDate 0.0767614
scenario4 rep057 Blnorm 0.126075
scenario4 rep058 RelTime 0.109002
scenario4 rep058 MD-Cat 0.100824
scenario4 rep058 wLogDate 0.147095
scenario4 rep058 Blnorm 0.134001
scenario4 rep059 RelTime 0.156288
scenario4 rep059 MD-Cat 0.103721
scenario4 rep059 wLogDate 0.115916
scenario4 rep059 Blnorm 0.121066
scenario4 rep060 RelTime 0.0912457
scenario4 rep060 MD-Cat 0.121646
scenario4 rep060 wLogDate 0.245335
scenario4 rep060 Blnorm 0.0916971
scenario4 rep061 RelTime 0.103079
scenario4 rep061 MD-Cat 0.0975686
scenario4 rep061 wLogDate 0.157717
scenario4 rep061 Blnorm 0.134363
scenario4 rep062 RelTime 0.110787
scenario4 rep062 MD-Cat 0.132364
scenario4 rep062 wLogDate 0.166101
scenario4 rep062 Blnorm 0.190264
scenario4 rep063 RelTime 0.104729
scenario4 rep063 MD-Cat 0.139224
scenario4 rep063 wLogDate 0.153005
scenario4 rep063 Blnorm 0.155601
scenario4 rep064 RelTime 0.0910343
scenario4 rep064 MD-Cat 0.107669
scenario4 rep064 wLogDate 0.101276
scenario4 rep064 Blnorm 0.146294
scenario4 rep065 RelTime 0.0976229
scenario4 rep065 MD-Cat 0.0844571
scenario4 rep065 wLogDate 0.375652
scenario4 rep065 Blnorm 0.114018
scenario4 rep066 RelTime 0.0990871
scenario4 rep066 MD-Cat 0.102419
scenario4 rep066 wLogDate 0.136029
scenario4 rep066 Blnorm 0.110459
scenario4 rep067 RelTime 0.109215
scenario4 rep067 MD-Cat 0.126905
scenario4 rep067 wLogDate 0.15052
scenario4 rep067 Blnorm 0.176506
scenario4 rep068 RelTime 0.130516
scenario4 rep068 MD-Cat 0.129581
scenario4 rep068 wLogDate 0.121908
scenario4 rep068 Blnorm 0.174277
scenario4 rep069 RelTime 0.130249
scenario4 rep069 MD-Cat 0.137841
scenario4 rep069 wLogDate 0.135221
scenario4 rep069 Blnorm 0.158405
scenario4 rep070 RelTime 0.138973
scenario4 rep070 MD-Cat 0.102562
scenario4 rep070 wLogDate 0.129806
scenario4 rep070 Blnorm 0.14175
scenario4 rep071 RelTime 0.0877871
scenario4 rep071 MD-Cat 0.114901
scenario4 rep071 wLogDate 0.132931
scenario4 rep071 Blnorm 0.138154
scenario4 rep072 RelTime 0.109511
scenario4 rep072 MD-Cat 0.129764
scenario4 rep072 wLogDate 0.329584
scenario4 rep072 Blnorm 0.151257
scenario4 rep073 RelTime 0.138352
scenario4 rep073 MD-Cat 0.156814
scenario4 rep073 wLogDate 0.169447
scenario4 rep073 Blnorm 0.139491
scenario4 rep074 RelTime 0.101901
scenario4 rep074 MD-Cat 0.125276
scenario4 rep074 wLogDate 0.140394
scenario4 rep074 Blnorm 0.141318
scenario4 rep075 RelTime 0.0989229
scenario4 rep075 MD-Cat 0.0907107
scenario4 rep075 wLogDate 0.125864
scenario4 rep075 Blnorm 0.14977
scenario4 rep076 RelTime 0.124955
scenario4 rep076 MD-Cat 0.166699
scenario4 rep076 wLogDate 0.193718
scenario4 rep076 Blnorm 0.166648
scenario4 rep077 RelTime 0.132386
scenario4 rep077 MD-Cat 0.108678
scenario4 rep077 wLogDate 0.157052
scenario4 rep077 Blnorm 0.118419
scenario4 rep078 RelTime 0.109851
scenario4 rep078 MD-Cat 0.0783521
scenario4 rep078 wLogDate 0.239195
scenario4 rep078 Blnorm 0.17735
scenario4 rep079 RelTime 0.114461
scenario4 rep079 MD-Cat 0.140369
scenario4 rep079 wLogDate 0.200073
scenario4 rep079 Blnorm 0.142698
scenario4 rep080 RelTime 0.112989
scenario4 rep080 MD-Cat 0.118709
scenario4 rep080 wLogDate 0.136391
scenario4 rep080 Blnorm 0.136561
scenario4 rep081 RelTime 0.112369
scenario4 rep081 MD-Cat 0.239505
scenario4 rep081 wLogDate 0.324211
scenario4 rep081 Blnorm 0.134113
scenario4 rep082 RelTime 0.113849
scenario4 rep082 MD-Cat 0.146954
scenario4 rep082 wLogDate 0.200891
scenario4 rep082 Blnorm 0.175859
scenario4 rep083 RelTime 0.130781
scenario4 rep083 MD-Cat 0.159859
scenario4 rep083 wLogDate 0.167184
scenario4 rep083 Blnorm 0.133299
scenario4 rep084 RelTime 0.107588
scenario4 rep084 MD-Cat 0.119028
scenario4 rep084 wLogDate 0.203271
scenario4 rep084 Blnorm 0.143817
scenario4 rep085 RelTime 0.0962136
scenario4 rep085 MD-Cat 0.131475
scenario4 rep085 wLogDate 0.414073
scenario4 rep085 Blnorm 0.199261
scenario4 rep086 RelTime 0.112086
scenario4 rep086 MD-Cat 0.125024
scenario4 rep086 wLogDate 0.158899
scenario4 rep086 Blnorm 0.134229
scenario4 rep087 RelTime 0.109459
scenario4 rep087 MD-Cat 0.135195
scenario4 rep087 wLogDate 0.246987
scenario4 rep087 Blnorm 0.156785
scenario4 rep088 RelTime 0.133894
scenario4 rep088 MD-Cat 0.0867879
scenario4 rep088 wLogDate 0.152605
scenario4 rep088 Blnorm 0.155501
scenario4 rep089 RelTime 0.109781
scenario4 rep089 MD-Cat 0.122554
scenario4 rep089 wLogDate 0.216081
scenario4 rep089 Blnorm 0.209967
scenario4 rep090 RelTime 0.122787
scenario4 rep090 MD-Cat 0.155276
scenario4 rep090 wLogDate 0.231435
scenario4 rep090 Blnorm 0.17384
scenario4 rep091 RelTime 0.122542
scenario4 rep091 MD-Cat 0.08366
scenario4 rep091 wLogDate 0.137021
scenario4 rep091 Blnorm 0.122814
scenario4 rep092 RelTime 0.104121
scenario4 rep092 MD-Cat 0.095625
scenario4 rep092 wLogDate 0.397919
scenario4 rep092 Blnorm 0.169316
scenario4 rep093 RelTime 0.0939593
scenario4 rep093 MD-Cat 0.0962357
scenario4 rep093 wLogDate 0.170101
scenario4 rep093 Blnorm 0.212609
scenario4 rep094 RelTime 0.114258
scenario4 rep094 MD-Cat 0.107799
scenario4 rep094 wLogDate 0.131857
scenario4 rep094 Blnorm 0.179379
scenario4 rep095 RelTime 0.103126
scenario4 rep095 MD-Cat 0.0716693
scenario4 rep095 wLogDate 0.326189
scenario4 rep095 Blnorm 0.126424
scenario4 rep096 RelTime 0.102175
scenario4 rep096 MD-Cat 0.106669
scenario4 rep096 wLogDate 0.208583
scenario4 rep096 Blnorm 0.149188
scenario4 rep097 RelTime 0.10567
scenario4 rep097 MD-Cat 0.101697
scenario4 rep097 wLogDate 0.147412
scenario4 rep097 Blnorm 0.140507
scenario4 rep098 RelTime 0.119571
scenario4 rep098 MD-Cat 0.140641
scenario4 rep098 wLogDate 0.26083
scenario4 rep098 Blnorm 0.166594
scenario4 rep099 RelTime 0.0942964
scenario4 rep099 MD-Cat 0.106882
scenario4 rep099 wLogDate 0.199486
scenario4 rep099 Blnorm 0.0891679
scenario4 rep100 RelTime 0.127106
scenario4 rep100 MD-Cat 0.113451
scenario4 rep100 wLogDate 0.160561
scenario4 rep100 Blnorm 0.156919
scenario5 rep001 RelTime 0.107063
scenario5 rep001 MD-Cat 0.0791086
scenario5 rep001 wLogDate 0.334609
scenario5 rep001 Blnorm 0.122919
scenario5 rep002 RelTime 0.115202
scenario5 rep002 MD-Cat 0.104859
scenario5 rep002 wLogDate 0.0731186
scenario5 rep002 Blnorm 0.142071
scenario5 rep003 RelTime 0.138229
scenario5 rep003 MD-Cat 0.303762
scenario5 rep003 wLogDate 0.141424
scenario5 rep003 Blnorm 0.126599
scenario5 rep004 RelTime 0.116329
scenario5 rep004 MD-Cat 0.152454
scenario5 rep004 wLogDate 0.195871
scenario5 rep004 Blnorm 0.13992
scenario5 rep005 RelTime 0.121417
scenario5 rep005 MD-Cat 0.117857
scenario5 rep005 wLogDate 0.141924
scenario5 rep005 Blnorm 0.170541
scenario5 rep006 RelTime 0.131992
scenario5 rep006 MD-Cat 0.0989986
scenario5 rep006 wLogDate 0.100806
scenario5 rep006 Blnorm 0.133849
scenario5 rep007 RelTime 0.107561
scenario5 rep007 MD-Cat 0.105653
scenario5 rep007 wLogDate 0.123811
scenario5 rep007 Blnorm 0.136971
scenario5 rep008 RelTime 0.113804
scenario5 rep008 MD-Cat 0.103421
scenario5 rep008 wLogDate 0.130656
scenario5 rep008 Blnorm 0.116211
scenario5 rep009 RelTime 0.147155
scenario5 rep009 MD-Cat 0.105794
scenario5 rep009 wLogDate 0.103574
scenario5 rep009 Blnorm 0.118264
scenario5 rep010 RelTime 0.0777943
scenario5 rep010 MD-Cat 0.0789536
scenario5 rep010 wLogDate 0.148686
scenario5 rep010 Blnorm 0.116976
scenario5 rep011 RelTime 0.126876
scenario5 rep011 MD-Cat 0.142772
scenario5 rep011 wLogDate 0.167654
scenario5 rep011 Blnorm 0.108599
scenario5 rep012 RelTime 0.121461
scenario5 rep012 MD-Cat 0.257916
scenario5 rep012 wLogDate 0.192102
scenario5 rep012 Blnorm 0.148092
scenario5 rep013 RelTime 0.0804829
scenario5 rep013 MD-Cat 0.0696861
scenario5 rep013 wLogDate 0.144061
scenario5 rep013 Blnorm 0.114619
scenario5 rep014 RelTime 0.133634
scenario5 rep014 MD-Cat 0.181309
scenario5 rep014 wLogDate 0.197646
scenario5 rep014 Blnorm 0.161578
scenario5 rep015 RelTime 0.108099
scenario5 rep015 MD-Cat 0.140933
scenario5 rep015 wLogDate 0.156425
scenario5 rep015 Blnorm 0.153456
scenario5 rep016 RelTime 0.117677
scenario5 rep016 MD-Cat 0.146987
scenario5 rep016 wLogDate 0.159651
scenario5 rep016 Blnorm 0.144194
scenario5 rep017 RelTime 0.0787943
scenario5 rep017 MD-Cat 0.111534
scenario5 rep017 wLogDate 0.429383
scenario5 rep017 Blnorm 0.183781
scenario5 rep018 RelTime 0.128175
scenario5 rep018 MD-Cat 0.114789
scenario5 rep018 wLogDate 0.147858
scenario5 rep018 Blnorm 0.133173
scenario5 rep019 RelTime 0.136172
scenario5 rep019 MD-Cat 0.128633
scenario5 rep019 wLogDate 0.168184
scenario5 rep019 Blnorm 0.158326
scenario5 rep020 RelTime 0.104606
scenario5 rep020 MD-Cat 0.150116
scenario5 rep020 wLogDate 0.216103
scenario5 rep020 Blnorm 0.145031
scenario5 rep021 RelTime 0.103443
scenario5 rep021 MD-Cat 0.129419
scenario5 rep021 wLogDate 0.228391
scenario5 rep021 Blnorm 0.144841
scenario5 rep022 RelTime 0.130835
scenario5 rep022 MD-Cat 0.138046
scenario5 rep022 wLogDate 0.248304
scenario5 rep022 Blnorm 0.145526
scenario5 rep023 RelTime 0.143887
scenario5 rep023 MD-Cat 0.178277
scenario5 rep023 wLogDate 0.132669
scenario5 rep023 Blnorm 0.155038
scenario5 rep024 RelTime 0.102074
scenario5 rep024 MD-Cat 0.150816
scenario5 rep024 wLogDate 0.192085
scenario5 rep024 Blnorm 0.145539
scenario5 rep025 RelTime 0.152329
scenario5 rep025 MD-Cat 0.15577
scenario5 rep025 wLogDate 0.209306
scenario5 rep025 Blnorm 0.222861
scenario5 rep026 RelTime 0.120914
scenario5 rep026 MD-Cat 0.143094
scenario5 rep026 wLogDate 0.130821
scenario5 rep026 Blnorm 0.140236
scenario5 rep027 RelTime 0.106884
scenario5 rep027 MD-Cat 0.110599
scenario5 rep027 wLogDate 0.286971
scenario5 rep027 Blnorm 0.150089
scenario5 rep028 RelTime 0.0913093
scenario5 rep028 MD-Cat 0.0987314
scenario5 rep028 wLogDate 0.219564
scenario5 rep028 Blnorm 0.132769
scenario5 rep029 RelTime 0.111681
scenario5 rep029 MD-Cat 0.127819
scenario5 rep029 wLogDate 0.133649
scenario5 rep029 Blnorm 0.161612
scenario5 rep030 RelTime 0.123029
scenario5 rep030 MD-Cat 0.138914
scenario5 rep030 wLogDate 0.304116
scenario5 rep030 Blnorm 0.147374
scenario5 rep031 RelTime 0.0829543
scenario5 rep031 MD-Cat 0.205467
scenario5 rep031 wLogDate 0.357157
scenario5 rep031 Blnorm 0.181249
scenario5 rep032 RelTime 0.11582
scenario5 rep032 MD-Cat 0.0591561
scenario5 rep032 wLogDate 0.100488
scenario5 rep032 Blnorm 0.130431
scenario5 rep033 RelTime 0.106581
scenario5 rep033 MD-Cat 0.089005
scenario5 rep033 wLogDate 0.140163
scenario5 rep033 Blnorm 0.12651
scenario5 rep034 RelTime 0.114876
scenario5 rep034 MD-Cat 0.146869
scenario5 rep034 wLogDate 0.147373
scenario5 rep034 Blnorm 0.13593
scenario5 rep035 RelTime 0.0964457
scenario5 rep035 MD-Cat 0.0953957
scenario5 rep035 wLogDate 0.107966
scenario5 rep035 Blnorm 0.10559
scenario5 rep036 RelTime 0.086295
scenario5 rep036 MD-Cat 0.0869957
scenario5 rep036 wLogDate 0.339776
scenario5 rep036 Blnorm 0.107046
scenario5 rep037 RelTime 0.134625
scenario5 rep037 MD-Cat 0.130031
scenario5 rep037 wLogDate 0.16218
scenario5 rep037 Blnorm 0.163611
scenario5 rep038 RelTime 0.0984936
scenario5 rep038 MD-Cat 0.135842
scenario5 rep038 wLogDate 0.304418
scenario5 rep038 Blnorm 0.206205
scenario5 rep039 RelTime 0.117321
scenario5 rep039 MD-Cat 0.154303
scenario5 rep039 wLogDate 0.427534
scenario5 rep039 Blnorm 0.133295
scenario5 rep040 RelTime 0.103298
scenario5 rep040 MD-Cat 0.131012
scenario5 rep040 wLogDate 0.0966457
scenario5 rep040 Blnorm 0.146019
scenario5 rep041 RelTime 0.15464
scenario5 rep041 MD-Cat 0.106314
scenario5 rep041 wLogDate 0.187475
scenario5 rep041 Blnorm 0.119387
scenario5 rep042 RelTime 0.0999821
scenario5 rep042 MD-Cat 0.132329
scenario5 rep042 wLogDate 0.231709
scenario5 rep042 Blnorm 0.169925
scenario5 rep043 RelTime 0.102999
scenario5 rep043 MD-Cat 0.108246
scenario5 rep043 wLogDate 0.132132
scenario5 rep043 Blnorm 0.120365
scenario5 rep044 RelTime 0.105989
scenario5 rep044 MD-Cat 0.0942921
scenario5 rep044 wLogDate 0.125797
scenario5 rep044 Blnorm 0.102411
scenario5 rep045 RelTime 0.0860893
scenario5 rep045 MD-Cat 0.117276
scenario5 rep045 wLogDate 0.126846
scenario5 rep045 Blnorm 0.152294
scenario5 rep046 RelTime 0.0983929
scenario5 rep046 MD-Cat 0.112836
scenario5 rep046 wLogDate 0.177236
scenario5 rep046 Blnorm 0.162299
scenario5 rep047 RelTime 0.105369
scenario5 rep047 MD-Cat 0.0699259
scenario5 rep047 wLogDate 0.203569
scenario5 rep047 Blnorm 0.126136
scenario5 rep048 RelTime 0.109664
scenario5 rep048 MD-Cat 0.107343
scenario5 rep048 wLogDate 0.508897
scenario5 rep048 Blnorm 0.14765
scenario5 rep049 RelTime 0.123039
scenario5 rep049 MD-Cat 0.0876464
scenario5 rep049 wLogDate 0.119898
scenario5 rep049 Blnorm 0.131815
scenario5 rep050 RelTime 0.0794557
scenario5 rep050 MD-Cat 0.139121
scenario5 rep050 wLogDate 0.214699
scenario5 rep050 Blnorm 0.170339
scenario5 rep051 RelTime 0.111802
scenario5 rep051 MD-Cat 0.133516
scenario5 rep051 wLogDate 0.197066
scenario5 rep051 Blnorm 0.170367
scenario5 rep052 RelTime 0.108686
scenario5 rep052 MD-Cat 0.137543
scenario5 rep052 wLogDate 0.339716
scenario5 rep052 Blnorm 0.189801
scenario5 rep053 RelTime 0.0894521
scenario5 rep053 MD-Cat 0.1344
scenario5 rep053 wLogDate 0.117526
scenario5 rep053 Blnorm 0.143469
scenario5 rep054 RelTime 0.111691
scenario5 rep054 MD-Cat 0.0974986
scenario5 rep054 wLogDate 0.330846
scenario5 rep054 Blnorm 0.13703
scenario5 rep055 RelTime 0.0978543
scenario5 rep055 MD-Cat 0.0558193
scenario5 rep055 wLogDate 0.120771
scenario5 rep055 Blnorm 0.135665
scenario5 rep056 RelTime 0.110858
scenario5 rep056 MD-Cat 0.128
scenario5 rep056 wLogDate 0.163243
scenario5 rep056 Blnorm 0.256309
scenario5 rep057 RelTime 0.110519
scenario5 rep057 MD-Cat 0.103713
scenario5 rep057 wLogDate 0.211003
scenario5 rep057 Blnorm 0.158718
scenario5 rep058 RelTime 0.0857621
scenario5 rep058 MD-Cat 0.0932157
scenario5 rep058 wLogDate 0.134433
scenario5 rep058 Blnorm 0.111314
scenario5 rep059 RelTime 0.0991414
scenario5 rep059 MD-Cat 0.115426
scenario5 rep059 wLogDate 0.120544
scenario5 rep059 Blnorm 0.159936
scenario5 rep060 RelTime 0.123101
scenario5 rep060 MD-Cat 0.160652
scenario5 rep060 wLogDate 0.176469
scenario5 rep060 Blnorm 0.137404
scenario5 rep061 RelTime 0.133515
scenario5 rep061 MD-Cat 0.171365
scenario5 rep061 wLogDate 0.170022
scenario5 rep061 Blnorm 0.144447
scenario5 rep062 RelTime 0.0830364
scenario5 rep062 MD-Cat 0.179981
scenario5 rep062 wLogDate 0.33366
scenario5 rep062 Blnorm 0.187346
scenario5 rep063 RelTime 0.0944136
scenario5 rep063 MD-Cat 0.119926
scenario5 rep063 wLogDate 0.205669
scenario5 rep063 Blnorm 0.172809
scenario5 rep064 RelTime 0.0934979
scenario5 rep064 MD-Cat 0.088395
scenario5 rep064 wLogDate 0.172877
scenario5 rep064 Blnorm 0.116706
scenario5 rep065 RelTime 0.127088
scenario5 rep065 MD-Cat 0.179119
scenario5 rep065 wLogDate 0.155039
scenario5 rep065 Blnorm 0.138308
scenario5 rep066 RelTime 0.0965007
scenario5 rep066 MD-Cat 0.155391
scenario5 rep066 wLogDate 0.441729
scenario5 rep066 Blnorm 0.139359
scenario5 rep067 RelTime 0.135749
scenario5 rep067 MD-Cat 0.156766
scenario5 rep067 wLogDate 0.37152
scenario5 rep067 Blnorm 0.134439
scenario5 rep068 RelTime 0.104499
scenario5 rep068 MD-Cat 0.130857
scenario5 rep068 wLogDate 0.156074
scenario5 rep068 Blnorm 0.135688
scenario5 rep069 RelTime 0.133946
scenario5 rep069 MD-Cat 0.094685
scenario5 rep069 wLogDate 0.621536
scenario5 rep069 Blnorm 0.154843
scenario5 rep070 RelTime 0.106409
scenario5 rep070 MD-Cat 0.0841579
scenario5 rep070 wLogDate 0.223581
scenario5 rep070 Blnorm 0.16697
scenario5 rep071 RelTime 0.104029
scenario5 rep071 MD-Cat 0.105297
scenario5 rep071 wLogDate 0.0906014
scenario5 rep071 Blnorm 0.166616
scenario5 rep072 RelTime 0.124619
scenario5 rep072 MD-Cat 0.135083
scenario5 rep072 wLogDate 0.170241
scenario5 rep072 Blnorm 0.194144
scenario5 rep073 RelTime 0.123059
scenario5 rep073 MD-Cat 0.176663
scenario5 rep073 wLogDate 0.205466
scenario5 rep073 Blnorm 0.155271
scenario5 rep074 RelTime 0.102673
scenario5 rep074 MD-Cat 0.135496
scenario5 rep074 wLogDate 0.308582
scenario5 rep074 Blnorm 0.222059
scenario5 rep075 RelTime 0.118054
scenario5 rep075 MD-Cat 0.139279
scenario5 rep075 wLogDate 0.146777
scenario5 rep075 Blnorm 0.205088
scenario5 rep076 RelTime 0.111208
scenario5 rep076 MD-Cat 0.0591976
scenario5 rep076 wLogDate 0.0932936
scenario5 rep076 Blnorm 0.135464
scenario5 rep077 RelTime 0.114926
scenario5 rep077 MD-Cat 0.111764
scenario5 rep077 wLogDate 0.188843
scenario5 rep077 Blnorm 0.180395
scenario5 rep078 RelTime 0.117312
scenario5 rep078 MD-Cat 0.113034
scenario5 rep078 wLogDate 0.348712
scenario5 rep078 Blnorm 0.185841
scenario5 rep079 RelTime 0.125218
scenario5 rep079 MD-Cat 0.110505
scenario5 rep079 wLogDate 0.179459
scenario5 rep079 Blnorm 0.144028
scenario5 rep080 RelTime 0.106329
scenario5 rep080 MD-Cat 0.155829
scenario5 rep080 wLogDate 0.22673
scenario5 rep080 Blnorm 0.162354
scenario5 rep081 RelTime 0.120233
scenario5 rep081 MD-Cat 0.125726
scenario5 rep081 wLogDate 0.14627
scenario5 rep081 Blnorm 0.139484
scenario5 rep082 RelTime 0.116004
scenario5 rep082 MD-Cat 0.158386
scenario5 rep082 wLogDate 0.283496
scenario5 rep082 Blnorm 0.163654
scenario5 rep083 RelTime 0.0821471
scenario5 rep083 MD-Cat 0.149037
scenario5 rep083 wLogDate 0.108439
scenario5 rep083 Blnorm 0.119461
scenario5 rep084 RelTime 0.116673
scenario5 rep084 MD-Cat 0.176981
scenario5 rep084 wLogDate 0.357391
scenario5 rep084 Blnorm 0.187328
scenario5 rep085 RelTime 0.0912857
scenario5 rep085 MD-Cat 0.151788
scenario5 rep085 wLogDate 0.186035
scenario5 rep085 Blnorm 0.212211
scenario5 rep086 RelTime 0.0829779
scenario5 rep086 MD-Cat 0.0699989
scenario5 rep086 wLogDate 0.481304
scenario5 rep086 Blnorm 0.136611
scenario5 rep087 RelTime 0.091515
scenario5 rep087 MD-Cat 0.133241
scenario5 rep087 wLogDate 0.163649
scenario5 rep087 Blnorm 0.156915
scenario5 rep088 RelTime 0.113518
scenario5 rep088 MD-Cat 0.147478
scenario5 rep088 wLogDate 0.722914
scenario5 rep088 Blnorm 0.132666
scenario5 rep089 RelTime 0.120832
scenario5 rep089 MD-Cat 0.0816871
scenario5 rep089 wLogDate 0.158418
scenario5 rep089 Blnorm 0.136077
scenario5 rep090 RelTime 0.1084
scenario5 rep090 MD-Cat 0.104686
scenario5 rep090 wLogDate 0.334476
scenario5 rep090 Blnorm 0.139437
scenario5 rep091 RelTime 0.106566
scenario5 rep091 MD-Cat 0.186547
scenario5 rep091 wLogDate 0.192874
scenario5 rep091 Blnorm 0.148224
scenario5 rep092 RelTime 0.100731
scenario5 rep092 MD-Cat 0.0921564
scenario5 rep092 wLogDate 0.148643
scenario5 rep092 Blnorm 0.109726
scenario5 rep093 RelTime 0.0912221
scenario5 rep093 MD-Cat 0.0977621
scenario5 rep093 wLogDate 0.253941
scenario5 rep093 Blnorm 0.128083
scenario5 rep094 RelTime 0.0920329
scenario5 rep094 MD-Cat 0.103239
scenario5 rep094 wLogDate 0.120659
scenario5 rep094 Blnorm 0.160598
scenario5 rep095 RelTime 0.140649
scenario5 rep095 MD-Cat 0.0828693
scenario5 rep095 wLogDate 0.15132
scenario5 rep095 Blnorm 0.137542
scenario5 rep096 RelTime 0.131654
scenario5 rep096 MD-Cat 0.184847
scenario5 rep096 wLogDate 0.189836
scenario5 rep096 Blnorm 0.157643
scenario5 rep097 RelTime 0.120857
scenario5 rep097 MD-Cat 0.108845
scenario5 rep097 wLogDate 0.149166
scenario5 rep097 Blnorm 0.209625
scenario5 rep098 RelTime 0.101558
scenario5 rep098 MD-Cat 0.0930721
scenario5 rep098 wLogDate 0.153726
scenario5 rep098 Blnorm 0.145286
scenario5 rep099 RelTime 0.114042
scenario5 rep099 MD-Cat 0.100921
scenario5 rep099 wLogDate 0.249225
scenario5 rep099 Blnorm 0.184722
scenario5 rep100 RelTime 0.109307
scenario5 rep100 MD-Cat 0.139154
scenario5 rep100 wLogDate 0.165274
scenario5 rep100 Blnorm 0.171671
